abbreviation,agency,asn,prefix,ip_version,rir_registry,rir_status,rir_assigned_date,rir_short_name,rir_description,collected_at
City of New York,City of New York,AS22252,161.185.0.0/17,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,161.185.150.0/23,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,161.185.151.0/24,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,161.185.152.0/23,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,161.185.160.0/24,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,161.185.161.0/24,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,161.185.182.0/24,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,161.185.208.0/23,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,161.185.224.0/23,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,161.185.30.0/23,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,161.185.32.0/20,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,161.185.4.0/24,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,161.185.7.0/24,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,167.153.0.0/16,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,167.153.0.0/17,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,167.153.128.0/17,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York Public Safety,City of New York Public Safety,AS398875,167.153.244.0/24,ipv4,arin,assigned,2020-10-06,PUBLIC-SAFETY,The City of New York,2026-06-23T10:32:41Z
City of New York Public Safety,City of New York Public Safety,AS398875,167.153.245.0/24,ipv4,arin,assigned,2020-10-06,PUBLIC-SAFETY,The City of New York,2026-06-23T10:32:41Z
City of New York Public Safety,City of New York Public Safety,AS398875,167.153.246.0/23,ipv4,arin,assigned,2020-10-06,PUBLIC-SAFETY,The City of New York,2026-06-23T10:32:41Z
City of New York Public Safety,City of New York Public Safety,AS398875,167.153.246.0/24,ipv4,arin,assigned,2020-10-06,PUBLIC-SAFETY,The City of New York,2026-06-23T10:32:41Z
City of New York Public Safety,City of New York Public Safety,AS398875,167.153.247.0/24,ipv4,arin,assigned,2020-10-06,PUBLIC-SAFETY,The City of New York,2026-06-23T10:32:41Z
City of New York Public Safety,City of New York Public Safety,AS398875,167.153.248.0/23,ipv4,arin,assigned,2020-10-06,PUBLIC-SAFETY,The City of New York,2026-06-23T10:32:41Z
City of New York Public Safety,City of New York Public Safety,AS398875,167.153.248.0/24,ipv4,arin,assigned,2020-10-06,PUBLIC-SAFETY,The City of New York,2026-06-23T10:32:41Z
City of New York Public Safety,City of New York Public Safety,AS398875,167.153.249.0/24,ipv4,arin,assigned,2020-10-06,PUBLIC-SAFETY,The City of New York,2026-06-23T10:32:41Z
City of New York Public Safety,City of New York Public Safety,AS398875,167.153.250.0/23,ipv4,arin,assigned,2020-10-06,PUBLIC-SAFETY,The City of New York,2026-06-23T10:32:41Z
City of New York Public Safety,City of New York Public Safety,AS398875,167.153.250.0/24,ipv4,arin,assigned,2020-10-06,PUBLIC-SAFETY,The City of New York,2026-06-23T10:32:41Z
City of New York Public Safety,City of New York Public Safety,AS398875,167.153.251.0/24,ipv4,arin,assigned,2020-10-06,PUBLIC-SAFETY,The City of New York,2026-06-23T10:32:41Z
City of New York Public Safety,City of New York Public Safety,AS398875,167.153.252.0/24,ipv4,arin,assigned,2020-10-06,PUBLIC-SAFETY,The City of New York,2026-06-23T10:32:41Z
City of New York Public Safety,City of New York Public Safety,AS398875,2602:fc85:ff0::/46,ipv6,arin,assigned,2020-10-06,PUBLIC-SAFETY,The City of New York,2026-06-23T10:32:41Z
City of New York Public Safety,City of New York Public Safety,AS398875,2602:fc85:ff2::/48,ipv6,arin,assigned,2020-10-06,PUBLIC-SAFETY,The City of New York,2026-06-23T10:32:41Z
City of New York Public Safety,City of New York Public Safety,AS398875,2602:fc85:ff4::/46,ipv6,arin,assigned,2020-10-06,PUBLIC-SAFETY,The City of New York,2026-06-23T10:32:41Z
City of New York Public Safety,City of New York Public Safety,AS398875,2602:fc85:ff6::/48,ipv6,arin,assigned,2020-10-06,PUBLIC-SAFETY,The City of New York,2026-06-23T10:32:41Z
City of New York Public Safety,City of New York Public Safety,AS398875,2602:fc85:ff8::/46,ipv6,arin,assigned,2020-10-06,PUBLIC-SAFETY,The City of New York,2026-06-23T10:32:41Z
City of New York Public Safety,City of New York Public Safety,AS398875,2602:fc85:ffa::/48,ipv6,arin,assigned,2020-10-06,PUBLIC-SAFETY,The City of New York,2026-06-23T10:32:41Z
City of Philadelphia,City of Philadelphia,AS11205,170.115.0.0/16,ipv4,arin,assigned,1998-05-18,CITY-OF-PHILADELPHIA,City of Philadelphia,2026-06-23T10:32:41Z
City of Philadelphia,City of Philadelphia,AS11205,170.115.247.0/24,ipv4,arin,assigned,1998-05-18,CITY-OF-PHILADELPHIA,City of Philadelphia,2026-06-23T10:32:41Z
City of Philadelphia,City of Philadelphia,AS11205,170.115.248.0/23,ipv4,arin,assigned,1998-05-18,CITY-OF-PHILADELPHIA,City of Philadelphia,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.0.0/22,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.0.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.108.0/22,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.108.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.110.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.124.0/22,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.124.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.126.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.132.0/22,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.132.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.134.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.144.0/22,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.144.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.146.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.148.0/22,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.148.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.150.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.196.0/22,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.196.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.198.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.2.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.200.0/22,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.200.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.202.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.244.0/22,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.244.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.246.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.248.0/22,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.248.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.250.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.252.0/22,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.254.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.4.0/22,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS16502,148.167.4.0/23,ipv4,arin,assigned,2016-08-19,CITY-OF-PHOENIX,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS3656,,,arin,assigned,1994-06-06,CITYPHX1,City of Phoenix,2026-06-23T10:32:41Z
City of Phoenix,City of Phoenix,AS399416,63.158.165.0/24,ipv4,arin,assigned,2021-03-05,CITY-OF-PHOENIX-AVN,City of Phoenix,2026-06-23T10:32:41Z
City of Pittsburgh,City of Pittsburgh,AS26059,205.141.128.0/18,ipv4,arin,assigned,2006-12-20,PGH-AS,City of Pittsburgh,2026-06-23T10:32:41Z
City of Portland,City of Portland,AS12102,74.120.152.0/22,ipv4,arin,assigned,2007-05-16,CITY-OF-PORTLAND-OR-USA,City of Portland,2026-06-23T10:32:41Z
City of Raleigh,City of Raleigh,AS18482,208.81.142.0/23,ipv4,arin,assigned,2017-08-29,CORASN01,City of Raleigh,2026-06-23T10:32:41Z
City of Raleigh,City of Raleigh,AS18482,208.81.142.0/24,ipv4,arin,assigned,2017-08-29,CORASN01,City of Raleigh,2026-06-23T10:32:41Z
City of Raleigh,City of Raleigh,AS18482,208.81.143.0/24,ipv4,arin,assigned,2017-08-29,CORASN01,City of Raleigh,2026-06-23T10:32:41Z
City of Sacramento,City of Sacramento,AS23281,208.87.80.0/24,ipv4,arin,assigned,2002-02-21,CITY-OF-SACRAMENTO,City of Sacramento,2026-06-23T10:32:41Z
City of Sacramento,City of Sacramento,AS23281,208.87.81.0/24,ipv4,arin,assigned,2002-02-21,CITY-OF-SACRAMENTO,City of Sacramento,2026-06-23T10:32:41Z
City of Sacramento,City of Sacramento,AS23281,208.87.82.0/24,ipv4,arin,assigned,2002-02-21,CITY-OF-SACRAMENTO,City of Sacramento,2026-06-23T10:32:41Z
City of Sacramento,City of Sacramento,AS23281,208.87.83.0/24,ipv4,arin,assigned,2002-02-21,CITY-OF-SACRAMENTO,City of Sacramento,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.0.0/16,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.102.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.117.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.118.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.120.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.121.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.122.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.123.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.130.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.131.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.134.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.135.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.142.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.144.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.148.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.174.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.176.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.201.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.204.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.207.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.210.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.211.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.212.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.213.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.216.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.217.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.224.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.234.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.236.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.238.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.239.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.240.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.242.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.28.0/22,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.36.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.4.0/24,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Antonio,City of San Antonio,AS3709,161.226.46.0/23,ipv4,arin,assigned,1994-07-18,NET-CITY-SA,City of San Antonio,2026-06-23T10:32:41Z
City of San Diego,City of San Diego,AS33614,156.29.3.0/24,ipv4,arin,assigned,2019-04-22,CITY-OF-SAN-DIEGO,City of San Diego,2026-06-23T10:32:41Z
City of San Diego,City of San Diego,AS33614,156.29.4.0/24,ipv4,arin,assigned,2019-04-22,CITY-OF-SAN-DIEGO,City of San Diego,2026-06-23T10:32:41Z
City of San Diego,City of San Diego,AS33614,156.29.5.0/24,ipv4,arin,assigned,2019-04-22,CITY-OF-SAN-DIEGO,City of San Diego,2026-06-23T10:32:41Z
City of San Diego,City of San Diego,AS33614,156.29.6.0/24,ipv4,arin,assigned,2019-04-22,CITY-OF-SAN-DIEGO,City of San Diego,2026-06-23T10:32:41Z
City of San Diego,City of San Diego,AS33614,156.29.64.0/24,ipv4,arin,assigned,2019-04-22,CITY-OF-SAN-DIEGO,City of San Diego,2026-06-23T10:32:41Z
City of San Diego,City of San Diego,AS33614,156.29.7.0/24,ipv4,arin,assigned,2019-04-22,CITY-OF-SAN-DIEGO,City of San Diego,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.0.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.1.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.10.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.11.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.12.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.125.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.127.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.13.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.131.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.136.0/21,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.15.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.160.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.2.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.28.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.3.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.48.0/21,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.5.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.60.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.62.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.63.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.64.0/22,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.68.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.69.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.73.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,156.39.99.0/24,ipv4,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of San Jose,City of San Jose,AS21589,2001:470:f0::/48,ipv6,arin,assigned,2012-10-04,CSJ-INTERNET,City of San Jose,2026-06-23T10:32:41Z
City of Seattle,City of Seattle,AS3401,156.74.248.0/21,ipv4,arin,assigned,1994-02-04,SEATTLE,"City of Seattle, Dept. of Admin. Services",2026-06-23T10:32:41Z
City of Seattle,City of Seattle,AS3401,156.74.248.0/22,ipv4,arin,assigned,1994-02-04,SEATTLE,"City of Seattle, Dept. of Admin. Services",2026-06-23T10:32:41Z
City of Seattle,City of Seattle,AS3401,156.74.252.0/22,ipv4,arin,assigned,1994-02-04,SEATTLE,"City of Seattle, Dept. of Admin. Services",2026-06-23T10:32:41Z
City of Seattle City Light,City of Seattle City Light,AS46517,,,arin,assigned,2008-10-08,SEATTLE-CITY-LIGHT,"City of Seattle, Dept. of Admin. Services",2026-06-23T10:32:41Z
City of Tampa,City of Tampa,AS29935,198.199.208.0/24,ipv4,arin,assigned,2003-06-12,COTNET,"City of Tampa, Florida",2026-06-23T10:32:41Z
City of Tampa,City of Tampa,AS29935,198.199.209.0/24,ipv4,arin,assigned,2003-06-12,COTNET,"City of Tampa, Florida",2026-06-23T10:32:41Z
City of Tampa,City of Tampa,AS29935,198.199.210.0/24,ipv4,arin,assigned,2003-06-12,COTNET,"City of Tampa, Florida",2026-06-23T10:32:41Z
City of Tucson,City of Tucson,AS13918,166.89.0.0/16,ipv4,arin,assigned,1999-09-15,CITYOFTUCSON,City of Tucson,2026-06-23T10:32:41Z
City of Tucson Wireless,City of Tucson Wireless,AS398893,,,arin,assigned,2020-10-07,CITYOFTUCSON-WIRELESS,City of Tucson,2026-06-23T10:32:41Z
Denver International Airport,Denver International Airport,AS40959,169.133.32.0/23,ipv4,arin,assigned,2008-06-04,HOSTMASTER,City and County of Denver -  Denver International Airport,2026-06-23T10:32:41Z
Denver International Airport,Denver International Airport,AS40959,169.133.32.0/24,ipv4,arin,assigned,2008-06-04,HOSTMASTER,City and County of Denver -  Denver International Airport,2026-06-23T10:32:41Z
Denver International Airport,Denver International Airport,AS40959,198.202.200.0/24,ipv4,arin,assigned,2008-06-04,HOSTMASTER,City and County of Denver -  Denver International Airport,2026-06-23T10:32:41Z
Denver International Airport,Denver International Airport,AS40959,198.202.201.0/24,ipv4,arin,assigned,2008-06-04,HOSTMASTER,City and County of Denver -  Denver International Airport,2026-06-23T10:32:41Z
Denver International Airport,Denver International Airport,AS40959,198.202.202.0/24,ipv4,arin,assigned,2008-06-04,HOSTMASTER,City and County of Denver -  Denver International Airport,2026-06-23T10:32:41Z
Denver International Airport,Denver International Airport,AS40959,198.202.203.0/24,ipv4,arin,assigned,2008-06-04,HOSTMASTER,City and County of Denver -  Denver International Airport,2026-06-23T10:32:41Z
