abbreviation,agency,asn,prefix,ip_version,rir_registry,rir_status,rir_assigned_date,rir_short_name,rir_description,collected_at
"Aetna, Inc.","Aetna, Inc.",AS6646,206.213.192.0/18,ipv4,arin,assigned,1996-06-14,AETNA,"Aetna, Inc.",2026-06-23T10:32:43Z
"Aetna, Inc.","Aetna, Inc.",AS6646,206.213.192.0/19,ipv4,arin,assigned,1996-06-14,AETNA,"Aetna, Inc.",2026-06-23T10:32:43Z
"Aetna, Inc.","Aetna, Inc.",AS6646,206.213.196.0/24,ipv4,arin,assigned,1996-06-14,AETNA,"Aetna, Inc.",2026-06-23T10:32:43Z
"Aetna, Inc.","Aetna, Inc.",AS6646,206.213.197.0/24,ipv4,arin,assigned,1996-06-14,AETNA,"Aetna, Inc.",2026-06-23T10:32:43Z
"Aetna, Inc.","Aetna, Inc.",AS6646,206.213.209.0/24,ipv4,arin,assigned,1996-06-14,AETNA,"Aetna, Inc.",2026-06-23T10:32:43Z
"Aetna, Inc.","Aetna, Inc.",AS6646,206.213.211.0/24,ipv4,arin,assigned,1996-06-14,AETNA,"Aetna, Inc.",2026-06-23T10:32:43Z
"Aetna, Inc.","Aetna, Inc.",AS6646,206.213.212.0/24,ipv4,arin,assigned,1996-06-14,AETNA,"Aetna, Inc.",2026-06-23T10:32:43Z
"Aetna, Inc.","Aetna, Inc.",AS6646,206.213.213.0/24,ipv4,arin,assigned,1996-06-14,AETNA,"Aetna, Inc.",2026-06-23T10:32:43Z
"Aetna, Inc.","Aetna, Inc.",AS6646,206.213.215.0/24,ipv4,arin,assigned,1996-06-14,AETNA,"Aetna, Inc.",2026-06-23T10:32:43Z
"Aetna, Inc.","Aetna, Inc.",AS6646,206.213.223.0/24,ipv4,arin,assigned,1996-06-14,AETNA,"Aetna, Inc.",2026-06-23T10:32:43Z
"Aetna, Inc.","Aetna, Inc.",AS6646,206.213.224.0/19,ipv4,arin,assigned,1996-06-14,AETNA,"Aetna, Inc.",2026-06-23T10:32:43Z
"Aetna, Inc.","Aetna, Inc.",AS6646,206.213.233.0/24,ipv4,arin,assigned,1996-06-14,AETNA,"Aetna, Inc.",2026-06-23T10:32:43Z
"Aetna, Inc.","Aetna, Inc.",AS6646,206.213.240.0/24,ipv4,arin,assigned,1996-06-14,AETNA,"Aetna, Inc.",2026-06-23T10:32:43Z
"Aetna, Inc.","Aetna, Inc.",AS6646,206.213.241.0/24,ipv4,arin,assigned,1996-06-14,AETNA,"Aetna, Inc.",2026-06-23T10:32:43Z
"Aetna, Inc.","Aetna, Inc.",AS6646,206.213.243.0/24,ipv4,arin,assigned,1996-06-14,AETNA,"Aetna, Inc.",2026-06-23T10:32:43Z
"Aetna, Inc.","Aetna, Inc.",AS6646,206.213.244.0/24,ipv4,arin,assigned,1996-06-14,AETNA,"Aetna, Inc.",2026-06-23T10:32:43Z
"Aetna, Inc.","Aetna, Inc.",AS6646,206.213.246.0/24,ipv4,arin,assigned,1996-06-14,AETNA,"Aetna, Inc.",2026-06-23T10:32:43Z
"Aetna, Inc.","Aetna, Inc.",AS6646,206.213.251.0/24,ipv4,arin,assigned,1996-06-14,AETNA,"Aetna, Inc.",2026-06-23T10:32:43Z
"Aetna, Inc.","Aetna, Inc.",AS6646,206.213.253.0/24,ipv4,arin,assigned,1996-06-14,AETNA,"Aetna, Inc.",2026-06-23T10:32:43Z
"Aetna, Inc.","Aetna, Inc.",AS6646,206.213.254.0/24,ipv4,arin,assigned,1996-06-14,AETNA,"Aetna, Inc.",2026-06-23T10:32:43Z
"American Postal Workers Union, AFL-CIO Health Plan","American Postal Workers Union, AFL-CIO Health Plan",AS398776,,,arin,assigned,2020-09-01,APWUHP-NET,"American Postal Workers Union, AFL-CIO Health Plan",2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,104.153.32.0/22,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,104.153.32.0/23,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,104.153.34.0/23,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,162.211.128.0/22,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,162.211.128.0/23,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,162.211.129.0/24,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,162.211.130.0/23,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,162.212.196.0/22,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,162.212.196.0/23,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,162.212.198.0/23,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,192.68.234.0/24,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,199.33.218.0/23,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,216.57.160.0/20,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,216.57.160.0/21,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,216.57.160.0/23,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,216.57.168.0/21,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,23.162.32.0/24,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,2606:e900::/32,ipv6,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.13.224.0/19,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.13.224.0/21,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.13.224.0/24,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.13.232.0/21,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.13.240.0/21,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.13.248.0/22,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.13.252.0/23,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.13.254.0/23,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.18.192.0/19,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.18.192.0/20,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.18.192.0/21,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.18.192.0/22,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.18.196.0/22,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.18.204.0/22,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.18.208.0/20,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.18.208.0/21,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.18.220.0/23,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.48.16.0/20,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.48.16.0/21,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.48.16.0/24,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,38.48.24.0/21,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,75.98.144.0/20,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,75.98.144.0/21,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,75.98.144.0/23,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS32444,76.8.0.0/20,ipv4,arin,assigned,2006-12-27,ANTHEMBB,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS33037,2602:fe20::/36,ipv6,arin,assigned,2004-09-17,ANTHEMCONNECT,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS33037,38.58.196.0/24,ipv4,arin,assigned,2004-09-17,ANTHEMCONNECT,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS394100,,,arin,assigned,2015-06-10,SAFELINK-EI,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS55262,2604:2020::/32,ipv6,arin,assigned,2013-05-06,ANTHEMCONNECT-LA2,Anthem Broadband,2026-06-23T10:32:43Z
Anthem Broadband,Anthem Broadband,AS55262,64.62.137.0/24,ipv4,arin,assigned,2013-05-06,ANTHEMCONNECT-LA2,Anthem Broadband,2026-06-23T10:32:43Z
"BLUE CROSS & BLUE SHIELD OF MISSISSIPPI, A MUTUAL INSURANCE COMPANY","BLUE CROSS & BLUE SHIELD OF MISSISSIPPI, A MUTUAL INSURANCE COMPANY",AS401150,,,arin,assigned,2024-06-07,BBM-146-ASN-1,"BLUE CROSS & BLUE SHIELD OF MISSISSIPPI, A MUTUAL INSURANCE COMPANY",2026-06-23T10:32:43Z
Blue Cross & Blue Shield of Minnesota,Blue Cross & Blue Shield of Minnesota,AS11517,159.136.10.0/24,ipv4,arin,assigned,2006-04-07,BLUE-CROSS-AND-BLUE-SHIELD-OF-MINNESOTA,Blue Cross & Blue Shield of Minnesota,2026-06-23T10:32:43Z
Blue Cross & Blue Shield of Minnesota,Blue Cross & Blue Shield of Minnesota,AS11517,159.136.11.0/24,ipv4,arin,assigned,2006-04-07,BLUE-CROSS-AND-BLUE-SHIELD-OF-MINNESOTA,Blue Cross & Blue Shield of Minnesota,2026-06-23T10:32:43Z
Blue Cross & Blue Shield of Minnesota,Blue Cross & Blue Shield of Minnesota,AS11517,159.136.12.0/23,ipv4,arin,assigned,2006-04-07,BLUE-CROSS-AND-BLUE-SHIELD-OF-MINNESOTA,Blue Cross & Blue Shield of Minnesota,2026-06-23T10:32:43Z
Blue Cross & Blue Shield of Minnesota,Blue Cross & Blue Shield of Minnesota,AS11517,159.136.145.0/24,ipv4,arin,assigned,2006-04-07,BLUE-CROSS-AND-BLUE-SHIELD-OF-MINNESOTA,Blue Cross & Blue Shield of Minnesota,2026-06-23T10:32:43Z
Blue Cross & Blue Shield of Minnesota,Blue Cross & Blue Shield of Minnesota,AS11517,159.136.22.0/23,ipv4,arin,assigned,2006-04-07,BLUE-CROSS-AND-BLUE-SHIELD-OF-MINNESOTA,Blue Cross & Blue Shield of Minnesota,2026-06-23T10:32:43Z
Blue Cross & Blue Shield of Minnesota,Blue Cross & Blue Shield of Minnesota,AS11517,159.136.220.0/23,ipv4,arin,assigned,2006-04-07,BLUE-CROSS-AND-BLUE-SHIELD-OF-MINNESOTA,Blue Cross & Blue Shield of Minnesota,2026-06-23T10:32:43Z
Blue Cross & Blue Shield of Minnesota,Blue Cross & Blue Shield of Minnesota,AS11517,159.136.224.0/23,ipv4,arin,assigned,2006-04-07,BLUE-CROSS-AND-BLUE-SHIELD-OF-MINNESOTA,Blue Cross & Blue Shield of Minnesota,2026-06-23T10:32:43Z
Blue Cross & Blue Shield of Minnesota,Blue Cross & Blue Shield of Minnesota,AS11517,159.136.226.0/23,ipv4,arin,assigned,2006-04-07,BLUE-CROSS-AND-BLUE-SHIELD-OF-MINNESOTA,Blue Cross & Blue Shield of Minnesota,2026-06-23T10:32:43Z
Blue Cross & Blue Shield of Minnesota,Blue Cross & Blue Shield of Minnesota,AS11517,159.136.228.0/23,ipv4,arin,assigned,2006-04-07,BLUE-CROSS-AND-BLUE-SHIELD-OF-MINNESOTA,Blue Cross & Blue Shield of Minnesota,2026-06-23T10:32:43Z
Blue Cross & Blue Shield of Minnesota,Blue Cross & Blue Shield of Minnesota,AS11517,159.136.24.0/22,ipv4,arin,assigned,2006-04-07,BLUE-CROSS-AND-BLUE-SHIELD-OF-MINNESOTA,Blue Cross & Blue Shield of Minnesota,2026-06-23T10:32:43Z
Blue Cross & Blue Shield of Minnesota,Blue Cross & Blue Shield of Minnesota,AS11517,159.136.4.0/23,ipv4,arin,assigned,2006-04-07,BLUE-CROSS-AND-BLUE-SHIELD-OF-MINNESOTA,Blue Cross & Blue Shield of Minnesota,2026-06-23T10:32:43Z
Blue Cross & Blue Shield of Minnesota,Blue Cross & Blue Shield of Minnesota,AS11517,159.136.6.0/24,ipv4,arin,assigned,2006-04-07,BLUE-CROSS-AND-BLUE-SHIELD-OF-MINNESOTA,Blue Cross & Blue Shield of Minnesota,2026-06-23T10:32:43Z
Blue Cross & Blue Shield of Minnesota,Blue Cross & Blue Shield of Minnesota,AS11517,159.136.64.0/23,ipv4,arin,assigned,2006-04-07,BLUE-CROSS-AND-BLUE-SHIELD-OF-MINNESOTA,Blue Cross & Blue Shield of Minnesota,2026-06-23T10:32:43Z
