abbreviation,agency,asn,prefix,ip_version,rir_registry,rir_status,rir_assigned_date,rir_short_name,rir_description,collected_at
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.18.24.0/23,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.18.41.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.18.42.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.18.52.0/22,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.18.72.0/21,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.18.98.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.18.99.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.0.0/16,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.10.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.100.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.101.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.103.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.104.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.111.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.170.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.171.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.172.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.174.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.186.0/23,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.190.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.2.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.204.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.210.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.24.0/21,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.5.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.50.0/23,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.52.0/22,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.77.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.78.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.8.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.98.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,167.211.99.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,198.27.9.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,199.204.156.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
Express Scripts Incorporated,Express Scripts Incorporated,AS5696,199.204.159.0/24,ipv4,arin,assigned,2009-10-05,EXPRES,Express Scripts Incorporated,2026-07-01T07:40:48Z
"MedImpact Healthcare Systems, Inc.","MedImpact Healthcare Systems, Inc.",AS19878,198.54.236.0/23,ipv4,arin,assigned,2001-02-26,MEDIMPACT,"MedImpact Healthcare Systems, Inc.",2026-07-01T07:40:48Z
"MedImpact Healthcare Systems, Inc.","MedImpact Healthcare Systems, Inc.",AS19878,198.54.238.0/24,ipv4,arin,assigned,2001-02-26,MEDIMPACT,"MedImpact Healthcare Systems, Inc.",2026-07-01T07:40:48Z
"MedImpact Healthcare Systems, Inc.","MedImpact Healthcare Systems, Inc.",AS19878,198.54.239.0/24,ipv4,arin,assigned,2001-02-26,MEDIMPACT,"MedImpact Healthcare Systems, Inc.",2026-07-01T07:40:48Z
"MedImpact Healthcare Systems, Inc.","MedImpact Healthcare Systems, Inc.",AS19878,208.91.224.0/24,ipv4,arin,assigned,2001-02-26,MEDIMPACT,"MedImpact Healthcare Systems, Inc.",2026-07-01T07:40:48Z
"MedImpact Healthcare Systems, Inc.","MedImpact Healthcare Systems, Inc.",AS19878,208.91.225.0/24,ipv4,arin,assigned,2001-02-26,MEDIMPACT,"MedImpact Healthcare Systems, Inc.",2026-07-01T07:40:48Z
"MedImpact Healthcare Systems, Inc.","MedImpact Healthcare Systems, Inc.",AS19878,208.91.228.0/24,ipv4,arin,assigned,2001-02-26,MEDIMPACT,"MedImpact Healthcare Systems, Inc.",2026-07-01T07:40:48Z
"MedImpact Healthcare Systems, Inc.","MedImpact Healthcare Systems, Inc.",AS19878,208.91.229.0/24,ipv4,arin,assigned,2001-02-26,MEDIMPACT,"MedImpact Healthcare Systems, Inc.",2026-07-01T07:40:48Z
"MedImpact Healthcare Systems, Inc.","MedImpact Healthcare Systems, Inc.",AS19878,208.91.230.0/23,ipv4,arin,assigned,2001-02-26,MEDIMPACT,"MedImpact Healthcare Systems, Inc.",2026-07-01T07:40:48Z
"Medco Health Solutions, Inc","Medco Health Solutions, Inc",AS13373,,,arin,assigned,1999-05-25,MEDCO,"Medco Health Solutions, Inc",2026-07-01T07:40:48Z
"Navitus Health Solutions, LLC","Navitus Health Solutions, LLC",AS55208,74.87.122.0/24,ipv4,arin,assigned,2013-04-22,NAVITUS,"Navitus Health Solutions, LLC",2026-07-01T07:40:48Z
"Navitus Health Solutions, LLC","Navitus Health Solutions, LLC",AS55208,75.141.63.0/24,ipv4,arin,assigned,2013-04-22,NAVITUS,"Navitus Health Solutions, LLC",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS18862,12.15.144.0/24,ipv4,arin,assigned,2000-10-18,NCS-HEALTHCARE,"Omnicare, Inc.",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS18862,152.145.168.0/24,ipv4,arin,assigned,2000-10-18,NCS-HEALTHCARE,"Omnicare, Inc.",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS18862,152.145.172.0/24,ipv4,arin,assigned,2000-10-18,NCS-HEALTHCARE,"Omnicare, Inc.",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS18862,152.145.182.0/24,ipv4,arin,assigned,2000-10-18,NCS-HEALTHCARE,"Omnicare, Inc.",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS18862,152.145.223.0/24,ipv4,arin,assigned,2000-10-18,NCS-HEALTHCARE,"Omnicare, Inc.",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS18862,152.145.224.0/24,ipv4,arin,assigned,2000-10-18,NCS-HEALTHCARE,"Omnicare, Inc.",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS18862,152.145.240.0/24,ipv4,arin,assigned,2000-10-18,NCS-HEALTHCARE,"Omnicare, Inc.",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS18862,156.78.128.0/23,ipv4,arin,assigned,2000-10-18,NCS-HEALTHCARE,"Omnicare, Inc.",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS18862,156.78.130.0/23,ipv4,arin,assigned,2000-10-18,NCS-HEALTHCARE,"Omnicare, Inc.",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS18862,192.160.146.0/24,ipv4,arin,assigned,2000-10-18,NCS-HEALTHCARE,"Omnicare, Inc.",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS18862,204.14.128.0/23,ipv4,arin,assigned,2000-10-18,NCS-HEALTHCARE,"Omnicare, Inc.",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS18862,204.99.0.0/17,ipv4,arin,assigned,2000-10-18,NCS-HEALTHCARE,"Omnicare, Inc.",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS18862,204.99.118.0/24,ipv4,arin,assigned,2000-10-18,NCS-HEALTHCARE,"Omnicare, Inc.",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS18862,204.99.13.0/24,ipv4,arin,assigned,2000-10-18,NCS-HEALTHCARE,"Omnicare, Inc.",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS18862,204.99.18.0/24,ipv4,arin,assigned,2000-10-18,NCS-HEALTHCARE,"Omnicare, Inc.",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS18862,204.99.19.0/24,ipv4,arin,assigned,2000-10-18,NCS-HEALTHCARE,"Omnicare, Inc.",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS18862,204.99.22.0/23,ipv4,arin,assigned,2000-10-18,NCS-HEALTHCARE,"Omnicare, Inc.",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS18862,204.99.50.0/24,ipv4,arin,assigned,2000-10-18,NCS-HEALTHCARE,"Omnicare, Inc.",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS18862,74.116.80.0/22,ipv4,arin,assigned,2000-10-18,NCS-HEALTHCARE,"Omnicare, Inc.",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS18862,74.116.83.0/24,ipv4,arin,assigned,2000-10-18,NCS-HEALTHCARE,"Omnicare, Inc.",2026-07-01T07:40:48Z
"Omnicare, Inc.","Omnicare, Inc.",AS35942,,,arin,assigned,2005-04-15,AS-NCI-ASHBURN,"Omnicare, Inc.",2026-07-01T07:40:48Z
Prime Therapeutics LLC,Prime Therapeutics LLC,AS27020,162.210.44.0/24,ipv4,arin,assigned,2008-05-09,PRIMET-INET-AS,Prime Therapeutics LLC,2026-07-01T07:40:48Z
Prime Therapeutics LLC,Prime Therapeutics LLC,AS27020,162.210.45.0/24,ipv4,arin,assigned,2008-05-09,PRIMET-INET-AS,Prime Therapeutics LLC,2026-07-01T07:40:48Z
Prime Therapeutics LLC,Prime Therapeutics LLC,AS27020,162.210.46.0/24,ipv4,arin,assigned,2008-05-09,PRIMET-INET-AS,Prime Therapeutics LLC,2026-07-01T07:40:48Z
Prime Therapeutics LLC,Prime Therapeutics LLC,AS27020,162.210.47.0/24,ipv4,arin,assigned,2008-05-09,PRIMET-INET-AS,Prime Therapeutics LLC,2026-07-01T07:40:48Z
Prime Therapeutics LLC,Prime Therapeutics LLC,AS27020,208.90.128.0/21,ipv4,arin,assigned,2008-05-09,PRIMET-INET-AS,Prime Therapeutics LLC,2026-07-01T07:40:48Z
Prime Therapeutics LLC,Prime Therapeutics LLC,AS27020,208.90.130.0/24,ipv4,arin,assigned,2008-05-09,PRIMET-INET-AS,Prime Therapeutics LLC,2026-07-01T07:40:48Z
Prime Therapeutics LLC,Prime Therapeutics LLC,AS27020,208.90.132.0/23,ipv4,arin,assigned,2008-05-09,PRIMET-INET-AS,Prime Therapeutics LLC,2026-07-01T07:40:48Z
Prime Therapeutics LLC,Prime Therapeutics LLC,AS27020,38.125.56.0/24,ipv4,arin,assigned,2008-05-09,PRIMET-INET-AS,Prime Therapeutics LLC,2026-07-01T07:40:48Z
Prime Therapeutics LLC,Prime Therapeutics LLC,AS46659,,,arin,assigned,2020-04-28,PRIMET-INET-COLO-AS,Prime Therapeutics LLC,2026-07-01T07:40:48Z
Prime Therapeutics LLC,Prime Therapeutics LLC,AS46751,,,arin,assigned,2020-04-28,PRIMET-INET-CLOUDX-AS,Prime Therapeutics LLC,2026-07-01T07:40:48Z
Rite Aid Corporation,Rite Aid Corporation,AS21543,,,arin,assigned,2001-05-18,RITEAID,Rite Aid Corporation,2026-07-01T07:40:48Z
Walgreens Co,Walgreens Co,AS13626,204.15.116.0/24,ipv4,arin,assigned,1999-07-16,WALGREENS,Walgreens Co,2026-07-01T07:40:48Z
Walgreens Co,Walgreens Co,AS13626,204.15.117.0/24,ipv4,arin,assigned,1999-07-16,WALGREENS,Walgreens Co,2026-07-01T07:40:48Z
Walgreens Co,Walgreens Co,AS13626,204.15.118.0/24,ipv4,arin,assigned,1999-07-16,WALGREENS,Walgreens Co,2026-07-01T07:40:48Z
Walgreens Co,Walgreens Co,AS13626,204.15.119.0/24,ipv4,arin,assigned,1999-07-16,WALGREENS,Walgreens Co,2026-07-01T07:40:48Z
Walgreens Co,Walgreens Co,AS13626,208.185.103.0/24,ipv4,arin,assigned,1999-07-16,WALGREENS,Walgreens Co,2026-07-01T07:40:48Z
Walgreens Co,Walgreens Co,AS13626,63.73.199.0/24,ipv4,arin,assigned,1999-07-16,WALGREENS,Walgreens Co,2026-07-01T07:40:48Z
