abbreviation,agency,asn,prefix,ip_version,rir_registry,rir_status,rir_assigned_date,rir_short_name,rir_description,collected_at
Detroit Medical Center,Detroit Medical Center,AS25609,155.139.7.0/24,ipv4,arin,assigned,2002-04-08,DMC,Detroit Medical Center,2026-06-23T10:32:35Z
Detroit Medical Center,Detroit Medical Center,AS25609,155.139.8.0/24,ipv4,arin,assigned,2002-04-08,DMC,Detroit Medical Center,2026-06-23T10:32:35Z
Detroit Medical Center,Detroit Medical Center,AS25609,155.139.80.0/21,ipv4,arin,assigned,2002-04-08,DMC,Detroit Medical Center,2026-06-23T10:32:35Z
Detroit Medical Center,Detroit Medical Center,AS25609,155.139.88.0/22,ipv4,arin,assigned,2002-04-08,DMC,Detroit Medical Center,2026-06-23T10:32:35Z
Detroit Medical Center,Detroit Medical Center,AS25609,155.139.94.0/23,ipv4,arin,assigned,2002-04-08,DMC,Detroit Medical Center,2026-06-23T10:32:35Z
Detroit Medical Center,Detroit Medical Center,AS25609,155.139.96.0/21,ipv4,arin,assigned,2002-04-08,DMC,Detroit Medical Center,2026-06-23T10:32:35Z
Dignity Health,Dignity Health,AS32013,162.135.0.0/20,ipv4,arin,assigned,2004-02-10,CATHOLIC-HEALTH-CARE-WEST,Dignity Health,2026-06-23T10:32:35Z
Dignity Health,Dignity Health,AS32013,162.135.0.0/24,ipv4,arin,assigned,2004-02-10,CATHOLIC-HEALTH-CARE-WEST,Dignity Health,2026-06-23T10:32:35Z
Dignity Health,Dignity Health,AS32013,162.135.192.0/20,ipv4,arin,assigned,2004-02-10,CATHOLIC-HEALTH-CARE-WEST,Dignity Health,2026-06-23T10:32:35Z
Dignity Health,Dignity Health,AS32013,206.132.94.0/24,ipv4,arin,assigned,2004-02-10,CATHOLIC-HEALTH-CARE-WEST,Dignity Health,2026-06-23T10:32:35Z
"Dignity Health, Yavapai Regional Medical Center","Dignity Health, Yavapai Regional Medical Center",AS395933,67.128.0.0/24,ipv4,arin,assigned,2022-05-25,YRMC-AS,"Dignity Health, Yavapai Regional Medical Center",2026-06-23T10:32:35Z
Doylestown Hospital,Doylestown Hospital,AS19851,170.76.212.0/24,ipv4,arin,assigned,2017-09-15,DOYLESTOWN-HOSPITAL,Doylestown Hospital,2026-06-23T10:32:35Z
Driscoll Children's Hospital,Driscoll Children's Hospital,AS398380,24.155.97.0/24,ipv4,arin,assigned,2020-05-12,DCH-ASN-01,Driscoll Children's Hospital,2026-06-23T10:32:35Z
Driscoll Children's Hospital,Driscoll Children's Hospital,AS398380,67.63.204.0/24,ipv4,arin,assigned,2020-05-12,DCH-ASN-01,Driscoll Children's Hospital,2026-06-23T10:32:35Z
DuBois Regional Medical Center,DuBois Regional Medical Center,AS401657,24.104.37.0/24,ipv4,arin,assigned,2025-04-11,PHMV-AS-1,DuBois Regional Medical Center,2026-06-23T10:32:35Z
DuBois Regional Medical Center,DuBois Regional Medical Center,AS55084,206.199.12.0/23,ipv4,arin,assigned,2023-11-29,DRMC-AS-1,DuBois Regional Medical Center,2026-06-23T10:32:35Z
ECTOR COUNTY HOSPITAL DISTRICT,ECTOR COUNTY HOSPITAL DISTRICT,AS18658,208.67.136.0/22,ipv4,arin,assigned,2006-04-18,ECHD-AS1,ECTOR COUNTY HOSPITAL DISTRICT,2026-06-23T10:32:35Z
"EMANUEL MEDICAL CENTER, INC","EMANUEL MEDICAL CENTER, INC",AS18651,,,arin,assigned,2012-05-07,EMANUEL-MEDICAL-CENTER,"EMANUEL MEDICAL CENTER, INC",2026-06-23T10:32:35Z
ENLOE MEDICAL CENTER,ENLOE MEDICAL CENTER,AS396505,209.232.220.0/23,ipv4,arin,assigned,2017-06-29,EMC,ENLOE MEDICAL CENTER,2026-06-23T10:32:35Z
East Alabama Medical Center,East Alabama Medical Center,AS30626,198.136.146.0/24,ipv4,arin,assigned,2009-06-04,EAMC-INET,East Alabama Medical Center,2026-06-23T10:32:35Z
Egleston Children's Hospital,Egleston Children's Hospital,AS4169,,,arin,assigned,1994-12-15,ECHNET,Egleston Children's Hospital,2026-06-23T10:32:35Z
Eisenhower Medical Center,Eisenhower Medical Center,AS46233,159.141.128.0/17,ipv4,arin,assigned,2024-05-14,EMC-159,Eisenhower Medical Center,2026-06-23T10:32:35Z
Eisenhower Medical Center,Eisenhower Medical Center,AS46233,159.141.128.0/24,ipv4,arin,assigned,2024-05-14,EMC-159,Eisenhower Medical Center,2026-06-23T10:32:35Z
Eisenhower Medical Center,Eisenhower Medical Center,AS46233,159.141.130.0/24,ipv4,arin,assigned,2024-05-14,EMC-159,Eisenhower Medical Center,2026-06-23T10:32:35Z
Elliot Health System,Elliot Health System,AS394451,170.117.4.0/22,ipv4,arin,assigned,2015-09-14,EHS-AS-001,Elliot Health System,2026-06-23T10:32:35Z
Elliot Health System,Elliot Health System,AS394451,170.117.4.0/24,ipv4,arin,assigned,2015-09-14,EHS-AS-001,Elliot Health System,2026-06-23T10:32:35Z
Englewood Hospital and Medical Center,Englewood Hospital and Medical Center,AS17344,206.223.67.0/24,ipv4,arin,assigned,2020-09-25,ENGLEW-AS17344,Englewood Hospital and Medical Center,2026-06-23T10:32:35Z
Ephrata Community Hospital,Ephrata Community Hospital,AS21516,204.238.209.0/24,ipv4,arin,assigned,2009-01-06,ECH-2,Ephrata Community Hospital,2026-06-23T10:32:35Z
Ephrata Community Hospital,Ephrata Community Hospital,AS21516,205.153.235.0/24,ipv4,arin,assigned,2009-01-06,ECH-2,Ephrata Community Hospital,2026-06-23T10:32:35Z
Erie County Medical Center,Erie County Medical Center,AS17311,161.136.0.0/16,ipv4,arin,assigned,2006-09-21,ECMC-BGP,Erie County Medical Center,2026-06-23T10:32:35Z
Essentia Health East,Essentia Health East,AS3789,208.72.48.0/24,ipv4,arin,assigned,2005-03-09,ESSENTIAHEALTH-3789,Essentia Health East,2026-06-23T10:32:35Z
Essentia Health East,Essentia Health East,AS3789,208.72.49.0/24,ipv4,arin,assigned,2005-03-09,ESSENTIAHEALTH-3789,Essentia Health East,2026-06-23T10:32:35Z
Essentia Health East,Essentia Health East,AS3789,208.72.50.0/24,ipv4,arin,assigned,2005-03-09,ESSENTIAHEALTH-3789,Essentia Health East,2026-06-23T10:32:35Z
Essentia Health East,Essentia Health East,AS3789,208.72.51.0/24,ipv4,arin,assigned,2005-03-09,ESSENTIAHEALTH-3789,Essentia Health East,2026-06-23T10:32:35Z
Evangelical Community Hospital,Evangelical Community Hospital,AS53718,204.124.191.0/24,ipv4,arin,assigned,2011-05-02,ECH-AS,Evangelical Community Hospital,2026-06-23T10:32:35Z
Exeter Hospital,Exeter Hospital,AS395342,209.251.241.0/24,ipv4,arin,assigned,2016-07-06,EXETERHOSPITAL,Exeter Hospital,2026-06-23T10:32:35Z
"F.F. Thompson Health System, Inc.","F.F. Thompson Health System, Inc.",AS46247,,,arin,assigned,2008-07-24,THOMPSONHEALTH,"F.F. Thompson Health System, Inc.",2026-06-23T10:32:35Z
FAIRFIELD MEDICAL CENTER,FAIRFIELD MEDICAL CENTER,AS14945,199.103.118.0/24,ipv4,arin,assigned,2008-12-09,FMC-401NEWING-LOH,FAIRFIELD MEDICAL CENTER,2026-06-23T10:32:35Z
FAIRFIELD MEDICAL CENTER,FAIRFIELD MEDICAL CENTER,AS14945,98.100.80.0/24,ipv4,arin,assigned,2008-12-09,FMC-401NEWING-LOH,FAIRFIELD MEDICAL CENTER,2026-06-23T10:32:35Z
"Finger Lakes Regional Health System, Inc.","Finger Lakes Regional Health System, Inc.",AS53656,204.138.179.0/24,ipv4,arin,assigned,2010-11-17,FINGER-LAKES-HEALTH,"Finger Lakes Regional Health System, Inc.",2026-06-23T10:32:35Z
Firelands Regional Medical Center,Firelands Regional Medical Center,AS55266,198.49.102.0/24,ipv4,arin,assigned,2013-05-06,FRMC01,Firelands Regional Medical Center,2026-06-23T10:32:35Z
Fisher-Titus Medical Center,Fisher-Titus Medical Center,AS26500,74.219.102.0/24,ipv4,arin,assigned,2007-11-06,FISHER-TITUS,Fisher-Titus Medical Center,2026-06-23T10:32:35Z
"Flagler Hospital, Inc","Flagler Hospital, Inc",AS21792,107.0.201.0/24,ipv4,arin,assigned,2013-12-05,FLAGLERHOSPITALINC,"Flagler Hospital, Inc",2026-06-23T10:32:35Z
Forrest County General Hospital,Forrest County General Hospital,AS394090,192.136.157.0/24,ipv4,arin,assigned,2015-06-09,FCGH-AS,Forrest County General Hospital,2026-06-23T10:32:35Z
Frederick Memorial Healthcare System,Frederick Memorial Healthcare System,AS11441,208.253.115.0/24,ipv4,arin,assigned,2019-03-20,FREDERICK-MEMORIAL-HOSPITAL,Frederick Memorial Healthcare System,2026-06-23T10:32:35Z
Freeman Health System,Freeman Health System,AS46756,161.199.161.0/24,ipv4,arin,assigned,2014-01-08,FREEMAN-HEALTH,Freeman Health System,2026-06-23T10:32:35Z
Freeman Health System,Freeman Health System,AS46756,161.199.163.0/24,ipv4,arin,assigned,2014-01-08,FREEMAN-HEALTH,Freeman Health System,2026-06-23T10:32:35Z
"Froedtert Memorial Lutheran Hospital, Inc.","Froedtert Memorial Lutheran Hospital, Inc.",AS36600,192.227.32.0/19,ipv4,arin,assigned,2006-02-22,FROEDTERT-COMMUNITY-HELATH,"Froedtert Memorial Lutheran Hospital, Inc.",2026-06-23T10:32:35Z
"Froedtert Memorial Lutheran Hospital, Inc.","Froedtert Memorial Lutheran Hospital, Inc.",AS36600,198.133.187.0/24,ipv4,arin,assigned,2006-02-22,FROEDTERT-COMMUNITY-HELATH,"Froedtert Memorial Lutheran Hospital, Inc.",2026-06-23T10:32:35Z
"Froedtert Memorial Lutheran Hospital, Inc.","Froedtert Memorial Lutheran Hospital, Inc.",AS36600,198.133.188.0/23,ipv4,arin,assigned,2006-02-22,FROEDTERT-COMMUNITY-HELATH,"Froedtert Memorial Lutheran Hospital, Inc.",2026-06-23T10:32:35Z
"Froedtert Memorial Lutheran Hospital, Inc.","Froedtert Memorial Lutheran Hospital, Inc.",AS36600,209.215.133.0/24,ipv4,arin,assigned,2006-02-22,FROEDTERT-COMMUNITY-HELATH,"Froedtert Memorial Lutheran Hospital, Inc.",2026-06-23T10:32:35Z
"Froedtert South, Inc.","Froedtert South, Inc.",AS398579,,,arin,assigned,2020-07-14,FS-01,"Froedtert South, Inc.",2026-06-23T10:32:35Z
"Froedtert South, Inc.","Froedtert South, Inc.",AS399411,64.112.104.0/23,ipv4,arin,assigned,2021-03-04,FSI-23,"Froedtert South, Inc.",2026-06-23T10:32:35Z
"Froedtert South, Inc.","Froedtert South, Inc.",AS399411,64.112.104.0/24,ipv4,arin,assigned,2021-03-04,FSI-23,"Froedtert South, Inc.",2026-06-23T10:32:35Z
"Froedtert South, Inc.","Froedtert South, Inc.",AS399411,64.112.105.0/24,ipv4,arin,assigned,2021-03-04,FSI-23,"Froedtert South, Inc.",2026-06-23T10:32:35Z
Fulton County Medical Center,Fulton County Medical Center,AS397729,68.234.33.0/24,ipv4,arin,assigned,2019-07-12,FCMC-68234330,Fulton County Medical Center,2026-06-23T10:32:35Z
GENERAL HEALTH SYSTEM,GENERAL HEALTH SYSTEM,AS33396,72.192.237.0/24,ipv4,arin,assigned,2024-12-12,GENERAL-HEALTH-SYSTEMS,GENERAL HEALTH SYSTEM,2026-06-23T10:32:35Z
GUADALUPE REGIONAL MEDICAL CENTER,GUADALUPE REGIONAL MEDICAL CENTER,AS397436,206.254.147.0/24,ipv4,arin,assigned,2019-03-27,GRMC-ASN-PRIMARY,GUADALUPE REGIONAL MEDICAL CENTER,2026-06-23T10:32:35Z
Geisinger Jersey Shore Hospital,Geisinger Jersey Shore Hospital,AS33295,,,arin,assigned,2020-04-08,GJSH,Geisinger Jersey Shore Hospital,2026-06-23T10:32:35Z
Geisinger System Services,Geisinger System Services,AS22342,204.139.52.0/22,ipv4,arin,assigned,2009-01-12,GCSOM,Geisinger System Services,2026-06-23T10:32:35Z
Geisinger System Services,Geisinger System Services,AS29899,159.240.0.0/16,ipv4,arin,assigned,2003-06-03,GEISINGER,Geisinger System Services,2026-06-23T10:32:35Z
Geisinger System Services,Geisinger System Services,AS29899,159.240.131.0/24,ipv4,arin,assigned,2003-06-03,GEISINGER,Geisinger System Services,2026-06-23T10:32:35Z
Geisinger System Services,Geisinger System Services,AS29899,2620:112:c000::/40,ipv6,arin,assigned,2003-06-03,GEISINGER,Geisinger System Services,2026-06-23T10:32:35Z
Genesis Health System,Genesis Health System,AS25621,192.43.160.0/24,ipv4,arin,assigned,2012-10-15,ASN-GENESIS,Genesis Health System,2026-06-23T10:32:35Z
Genesis Healthcare System,Genesis Healthcare System,AS396381,198.30.182.0/24,ipv4,arin,assigned,2017-05-25,GENESISHCS,Genesis Healthcare System,2026-06-23T10:32:35Z
Gila Regional Medical Center,Gila Regional Medical Center,AS397796,64.187.110.0/24,ipv4,arin,assigned,2022-10-18,GRMC-SC1,Gila Regional Medical Center,2026-06-23T10:32:35Z
Glens Falls Hospital,Glens Falls Hospital,AS47068,198.206.226.0/24,ipv4,arin,assigned,2012-11-26,GLENSFALLSHOSPITAL,Glens Falls Hospital,2026-06-23T10:32:35Z
Good Samaritan Hospital,Good Samaritan Hospital,AS401844,198.199.242.0/23,ipv4,arin,assigned,2025-07-18,GSH-AS,Good Samaritan Hospital,2026-06-23T10:32:35Z
Good Shepherd Medical Center,Good Shepherd Medical Center,AS399149,209.163.112.0/24,ipv4,arin,assigned,2024-03-08,GOOD-SHEPHERD,Good Shepherd Medical Center,2026-06-23T10:32:35Z
Grady Memorial Hospital,Grady Memorial Hospital,AS4503,138.33.33.0/24,ipv4,arin,assigned,1995-04-04,EGINTERLINK,Grady Memorial Hospital,2026-06-23T10:32:35Z
Grady Memorial Hospital,Grady Memorial Hospital,AS4503,138.33.66.0/24,ipv4,arin,assigned,1995-04-04,EGINTERLINK,Grady Memorial Hospital,2026-06-23T10:32:35Z
Grady Memorial Hospital,Grady Memorial Hospital,AS4503,138.33.71.0/24,ipv4,arin,assigned,1995-04-04,EGINTERLINK,Grady Memorial Hospital,2026-06-23T10:32:35Z
Grady Memorial Hospital,Grady Memorial Hospital,AS4503,138.33.72.0/24,ipv4,arin,assigned,1995-04-04,EGINTERLINK,Grady Memorial Hospital,2026-06-23T10:32:35Z
Grady Memorial Hospital,Grady Memorial Hospital,AS4503,138.33.90.0/24,ipv4,arin,assigned,1995-04-04,EGINTERLINK,Grady Memorial Hospital,2026-06-23T10:32:35Z
Grady Memorial Hospital,Grady Memorial Hospital,AS4503,138.33.99.0/24,ipv4,arin,assigned,1995-04-04,EGINTERLINK,Grady Memorial Hospital,2026-06-23T10:32:35Z
Grady Memorial Hospital,Grady Memorial Hospital,AS4503,192.35.46.0/24,ipv4,arin,assigned,1995-04-04,EGINTERLINK,Grady Memorial Hospital,2026-06-23T10:32:35Z
Graham Health System,Graham Health System,AS398201,209.64.171.0/24,ipv4,arin,assigned,2019-12-10,GRAHAM-HEALTH-SYSTEM-IL,Graham Health System,2026-06-23T10:32:35Z
Grand Island Regional Medical Center,Grand Island Regional Medical Center,AS398168,209.127.195.0/24,ipv4,arin,assigned,2019-11-14,GIRMC-NET-01,Grand Island Regional Medical Center,2026-06-23T10:32:35Z
"Grande Ronde Hospital, Inc.","Grande Ronde Hospital, Inc.",AS395804,198.153.132.0/24,ipv4,arin,assigned,2016-12-14,GRH,"Grande Ronde Hospital, Inc.",2026-06-23T10:32:35Z
Greater Baltimore Medical Center Inc,Greater Baltimore Medical Center Inc,AS572,198.185.26.0/23,ipv4,arin,assigned,2014-02-18,GBMC-TOW,Greater Baltimore Medical Center Inc,2026-06-23T10:32:35Z
Greater Baltimore Medical Center Inc,Greater Baltimore Medical Center Inc,AS572,198.185.26.0/24,ipv4,arin,assigned,2014-02-18,GBMC-TOW,Greater Baltimore Medical Center Inc,2026-06-23T10:32:35Z
Greater Baltimore Medical Center Inc,Greater Baltimore Medical Center Inc,AS572,198.185.27.0/24,ipv4,arin,assigned,2014-02-18,GBMC-TOW,Greater Baltimore Medical Center Inc,2026-06-23T10:32:35Z
Greater Baltimore Medical Center Inc,Greater Baltimore Medical Center Inc,AS572,65.111.72.0/23,ipv4,arin,assigned,2014-02-18,GBMC-TOW,Greater Baltimore Medical Center Inc,2026-06-23T10:32:35Z
Greater Regional Medical Center,Greater Regional Medical Center,AS399413,209.237.143.0/24,ipv4,arin,assigned,2021-03-04,GRMC,Greater Regional Medical Center,2026-06-23T10:32:35Z
"Gundersen Lutheran Medical Center, Inc.","Gundersen Lutheran Medical Center, Inc.",AS12047,204.69.145.0/24,ipv4,arin,assigned,2007-01-03,GUNDERSEN-LUTHERAN,"Gundersen Lutheran Medical Center, Inc.",2026-06-23T10:32:35Z
"Gundersen Lutheran Medical Center, Inc.","Gundersen Lutheran Medical Center, Inc.",AS12047,204.69.146.0/24,ipv4,arin,assigned,2007-01-03,GUNDERSEN-LUTHERAN,"Gundersen Lutheran Medical Center, Inc.",2026-06-23T10:32:35Z
"Gundersen Lutheran Medical Center, Inc.","Gundersen Lutheran Medical Center, Inc.",AS12047,204.69.147.0/24,ipv4,arin,assigned,2007-01-03,GUNDERSEN-LUTHERAN,"Gundersen Lutheran Medical Center, Inc.",2026-06-23T10:32:35Z
"Gundersen Lutheran Medical Center, Inc.","Gundersen Lutheran Medical Center, Inc.",AS12047,204.69.148.0/24,ipv4,arin,assigned,2007-01-03,GUNDERSEN-LUTHERAN,"Gundersen Lutheran Medical Center, Inc.",2026-06-23T10:32:35Z
"Gundersen Lutheran Medical Center, Inc.","Gundersen Lutheran Medical Center, Inc.",AS12047,204.69.149.0/24,ipv4,arin,assigned,2007-01-03,GUNDERSEN-LUTHERAN,"Gundersen Lutheran Medical Center, Inc.",2026-06-23T10:32:35Z
Gunnison Valley Hospital,Gunnison Valley Hospital,AS26631,199.7.98.0/24,ipv4,arin,assigned,2017-10-16,GUNN-VAL-HOSP,Gunnison Valley Hospital,2026-06-23T10:32:35Z
Guthrie Healthcare System,Guthrie Healthcare System,AS46236,24.97.71.0/24,ipv4,arin,assigned,2008-07-22,GUTHRIE-HEALTHCARE-SYSTEMS,Guthrie Healthcare System,2026-06-23T10:32:35Z
"H. Lee Moffitt Cancer Center & Research Institute, Inc.","H. Lee Moffitt Cancer Center & Research Institute, Inc.",AS11523,206.81.164.0/22,ipv4,arin,assigned,2007-05-22,AS-HLEEM,"H. Lee Moffitt Cancer Center & Research Institute, Inc.",2026-06-23T10:32:35Z
"H. Lee Moffitt Cancer Center & Research Institute, Inc.","H. Lee Moffitt Cancer Center & Research Institute, Inc.",AS11523,206.81.164.0/24,ipv4,arin,assigned,2007-05-22,AS-HLEEM,"H. Lee Moffitt Cancer Center & Research Institute, Inc.",2026-06-23T10:32:35Z
"H. Lee Moffitt Cancer Center & Research Institute, Inc.","H. Lee Moffitt Cancer Center & Research Institute, Inc.",AS11523,206.81.165.0/24,ipv4,arin,assigned,2007-05-22,AS-HLEEM,"H. Lee Moffitt Cancer Center & Research Institute, Inc.",2026-06-23T10:32:35Z
"H. Lee Moffitt Cancer Center & Research Institute, Inc.","H. Lee Moffitt Cancer Center & Research Institute, Inc.",AS11523,206.81.166.0/24,ipv4,arin,assigned,2007-05-22,AS-HLEEM,"H. Lee Moffitt Cancer Center & Research Institute, Inc.",2026-06-23T10:32:35Z
"H. Lee Moffitt Cancer Center & Research Institute, Inc.","H. Lee Moffitt Cancer Center & Research Institute, Inc.",AS11523,206.81.167.0/24,ipv4,arin,assigned,2007-05-22,AS-HLEEM,"H. Lee Moffitt Cancer Center & Research Institute, Inc.",2026-06-23T10:32:35Z
HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,AS11386,208.88.104.0/24,ipv4,arin,assigned,2011-04-12,HEALTH-AND-HOSPITAL-CORPORATION-OF-MARION-COUNTY,HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,2026-06-23T10:32:35Z
HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,AS11386,208.88.105.0/24,ipv4,arin,assigned,2011-04-12,HEALTH-AND-HOSPITAL-CORPORATION-OF-MARION-COUNTY,HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,2026-06-23T10:32:35Z
HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,AS11386,208.88.106.0/24,ipv4,arin,assigned,2011-04-12,HEALTH-AND-HOSPITAL-CORPORATION-OF-MARION-COUNTY,HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,2026-06-23T10:32:35Z
HUNTSVILLE MEMORIAL HOSPITAL,HUNTSVILLE MEMORIAL HOSPITAL,AS21791,12.132.22.0/24,ipv4,arin,assigned,2010-08-02,HUNTSVILLE-MEMORIAL-HOSPITAL,HUNTSVILLE MEMORIAL HOSPITAL,2026-06-23T10:32:35Z
Hackensack University Medical Center,Hackensack University Medical Center,AS55209,198.148.152.0/24,ipv4,arin,assigned,2013-04-22,HACKENSACKUMC,Hackensack University Medical Center,2026-06-23T10:32:35Z
Hackensack University Medical Center,Hackensack University Medical Center,AS55209,198.148.153.0/24,ipv4,arin,assigned,2013-04-22,HACKENSACKUMC,Hackensack University Medical Center,2026-06-23T10:32:35Z
Hackensack University Medical Center,Hackensack University Medical Center,AS55209,24.38.86.0/24,ipv4,arin,assigned,2013-04-22,HACKENSACKUMC,Hackensack University Medical Center,2026-06-23T10:32:35Z
Hackensack University Medical Center,Hackensack University Medical Center,AS55209,8.27.78.0/24,ipv4,arin,assigned,2013-04-22,HACKENSACKUMC,Hackensack University Medical Center,2026-06-23T10:32:35Z
Halifax Regional Hospital,Halifax Regional Hospital,AS22451,65.254.176.0/24,ipv4,arin,assigned,2011-06-08,HRH,Halifax Regional Hospital,2026-06-23T10:32:35Z
Halifax Regional Hospital,Halifax Regional Hospital,AS22451,65.254.186.0/24,ipv4,arin,assigned,2011-06-08,HRH,Halifax Regional Hospital,2026-06-23T10:32:35Z
Harbor Regional Health Community Hospital,Harbor Regional Health Community Hospital,AS40367,8.45.172.0/24,ipv4,arin,assigned,2023-10-06,HRH-GHCH,Harbor Regional Health Community Hospital,2026-06-23T10:32:35Z
Harlan County Health System,Harlan County Health System,AS399754,68.68.217.0/24,ipv4,arin,assigned,2021-06-07,HCHS-30,Harlan County Health System,2026-06-23T10:32:35Z
Harris County Hospital District,Harris County Hospital District,AS46298,170.57.0.0/16,ipv4,arin,assigned,2008-08-05,HCHD-AS,Harris County Hospital District,2026-06-23T10:32:35Z
Harris County Hospital District,Harris County Hospital District,AS46298,170.57.101.0/24,ipv4,arin,assigned,2008-08-05,HCHD-AS,Harris County Hospital District,2026-06-23T10:32:35Z
Hartford Hospital,Hartford Hospital,AS11047,199.231.16.0/24,ipv4,arin,assigned,2006-07-12,HHCC-ASN1,Hartford Hospital,2026-06-23T10:32:35Z
Hartford Hospital,Hartford Hospital,AS11047,199.231.17.0/24,ipv4,arin,assigned,2006-07-12,HHCC-ASN1,Hartford Hospital,2026-06-23T10:32:35Z
Hartford Hospital,Hartford Hospital,AS11047,199.231.20.0/24,ipv4,arin,assigned,2006-07-12,HHCC-ASN1,Hartford Hospital,2026-06-23T10:32:35Z
Hartford Hospital,Hartford Hospital,AS11047,199.231.21.0/24,ipv4,arin,assigned,2006-07-12,HHCC-ASN1,Hartford Hospital,2026-06-23T10:32:35Z
Hartford Hospital,Hartford Hospital,AS11047,199.231.22.0/24,ipv4,arin,assigned,2006-07-12,HHCC-ASN1,Hartford Hospital,2026-06-23T10:32:35Z
Hartford Hospital,Hartford Hospital,AS11047,199.231.25.0/24,ipv4,arin,assigned,2006-07-12,HHCC-ASN1,Hartford Hospital,2026-06-23T10:32:35Z
Hartford Hospital,Hartford Hospital,AS11047,199.231.26.0/24,ipv4,arin,assigned,2006-07-12,HHCC-ASN1,Hartford Hospital,2026-06-23T10:32:35Z
Hartford Hospital,Hartford Hospital,AS11047,199.231.27.0/24,ipv4,arin,assigned,2006-07-12,HHCC-ASN1,Hartford Hospital,2026-06-23T10:32:35Z
Hartford Hospital,Hartford Hospital,AS11047,199.231.28.0/24,ipv4,arin,assigned,2006-07-12,HHCC-ASN1,Hartford Hospital,2026-06-23T10:32:35Z
Hartford Hospital,Hartford Hospital,AS11047,199.231.29.0/24,ipv4,arin,assigned,2006-07-12,HHCC-ASN1,Hartford Hospital,2026-06-23T10:32:35Z
Hartford Hospital,Hartford Hospital,AS11047,199.231.30.0/24,ipv4,arin,assigned,2006-07-12,HHCC-ASN1,Hartford Hospital,2026-06-23T10:32:35Z
Hartford Hospital,Hartford Hospital,AS11047,199.231.31.0/24,ipv4,arin,assigned,2006-07-12,HHCC-ASN1,Hartford Hospital,2026-06-23T10:32:35Z
Hays Medical Center,Hays Medical Center,AS393401,198.248.16.0/24,ipv4,arin,assigned,2014-04-02,HAYSMED,Hays Medical Center,2026-06-23T10:32:35Z
Hays Medical Center,Hays Medical Center,AS393401,69.77.16.0/24,ipv4,arin,assigned,2014-04-02,HAYSMED,Hays Medical Center,2026-06-23T10:32:35Z
Heart of the Rockies Regional Medical Center,Heart of the Rockies Regional Medical Center,AS33193,199.7.99.0/24,ipv4,arin,assigned,2017-11-27,HEART-OF-THE-ROCKIES,Heart of the Rockies Regional Medical Center,2026-06-23T10:32:35Z
Heartland Regional Medical Center,Heartland Regional Medical Center,AS47078,198.199.190.0/24,ipv4,arin,assigned,2012-11-26,HEARTLAND-HEALTH,Heartland Regional Medical Center,2026-06-23T10:32:35Z
Hendrick Medical Center,Hendrick Medical Center,AS17092,66.97.127.0/24,ipv4,arin,assigned,2020-02-14,HHS-IPASN,Hendrick Medical Center,2026-06-23T10:32:35Z
Hennepin County Medical Center,Hennepin County Medical Center,AS40413,198.204.66.0/24,ipv4,arin,assigned,2007-02-15,ASN-HCMC,Hennepin County Medical Center,2026-06-23T10:32:35Z
Hennepin County Medical Center,Hennepin County Medical Center,AS40413,207.109.10.0/24,ipv4,arin,assigned,2007-02-15,ASN-HCMC,Hennepin County Medical Center,2026-06-23T10:32:35Z
Hennepin County Medical Center,Hennepin County Medical Center,AS40413,207.250.207.0/24,ipv4,arin,assigned,2007-02-15,ASN-HCMC,Hennepin County Medical Center,2026-06-23T10:32:35Z
Henry Ford Health System,Henry Ford Health System,AS53352,150.198.120.0/24,ipv4,arin,assigned,2009-12-15,HFHS-ASN,Henry Ford Health System,2026-06-23T10:32:35Z
Henry Ford Health System,Henry Ford Health System,AS53352,150.198.122.0/24,ipv4,arin,assigned,2009-12-15,HFHS-ASN,Henry Ford Health System,2026-06-23T10:32:35Z
Henry Ford Health System,Henry Ford Health System,AS53352,150.198.123.0/24,ipv4,arin,assigned,2009-12-15,HFHS-ASN,Henry Ford Health System,2026-06-23T10:32:35Z
Henry Ford Health System,Henry Ford Health System,AS53352,150.198.124.0/24,ipv4,arin,assigned,2009-12-15,HFHS-ASN,Henry Ford Health System,2026-06-23T10:32:35Z
Henry Ford Health System,Henry Ford Health System,AS53352,150.198.204.0/24,ipv4,arin,assigned,2009-12-15,HFHS-ASN,Henry Ford Health System,2026-06-23T10:32:35Z
Henry Ford Health System,Henry Ford Health System,AS53352,150.198.205.0/24,ipv4,arin,assigned,2009-12-15,HFHS-ASN,Henry Ford Health System,2026-06-23T10:32:35Z
Henry Ford Health System,Henry Ford Health System,AS53352,150.198.206.0/24,ipv4,arin,assigned,2009-12-15,HFHS-ASN,Henry Ford Health System,2026-06-23T10:32:35Z
Henry Ford Health System,Henry Ford Health System,AS53352,150.198.207.0/24,ipv4,arin,assigned,2009-12-15,HFHS-ASN,Henry Ford Health System,2026-06-23T10:32:35Z
