abbreviation,agency,asn,prefix,ip_version,rir_registry,rir_status,rir_assigned_date,rir_short_name,rir_description,collected_at
Inovalon Inc.,Inovalon Inc.,AS396018,104.237.32.0/21,ipv4,arin,assigned,2017-02-15,INOVALON,Inovalon Inc.,2026-06-23T10:32:36Z
Inovalon Inc.,Inovalon Inc.,AS396018,162.219.158.0/24,ipv4,arin,assigned,2017-02-15,INOVALON,Inovalon Inc.,2026-06-23T10:32:36Z
Inovalon Inc.,Inovalon Inc.,AS396018,162.219.159.0/24,ipv4,arin,assigned,2017-02-15,INOVALON,Inovalon Inc.,2026-06-23T10:32:36Z
Inovalon Inc.,Inovalon Inc.,AS396018,192.81.75.0/24,ipv4,arin,assigned,2017-02-15,INOVALON,Inovalon Inc.,2026-06-23T10:32:36Z
Inovalon Inc.,Inovalon Inc.,AS396018,198.185.154.0/24,ipv4,arin,assigned,2017-02-15,INOVALON,Inovalon Inc.,2026-06-23T10:32:36Z
"Medical Information Technology, Inc.","Medical Information Technology, Inc.",AS18962,205.145.159.0/24,ipv4,arin,assigned,2000-11-02,MEDITECH-1,"Medical Information Technology, Inc.",2026-06-23T10:32:36Z
Microsoft Corporation,Microsoft Corporation,AS14783,,,arin,assigned,2000-02-07,NUANCE-BURLINGTON,Microsoft Corporation,2026-06-23T10:32:36Z
Microsoft Corporation,Microsoft Corporation,AS17144,192.135.86.0/24,ipv4,arin,assigned,2000-07-28,NUANCE-NOD,Microsoft Corporation,2026-06-23T10:32:36Z
Microsoft Corporation,Microsoft Corporation,AS17144,2602:fdbb:a::/48,ipv6,arin,assigned,2000-07-28,NUANCE-NOD,Microsoft Corporation,2026-06-23T10:32:36Z
Microsoft Corporation,Microsoft Corporation,AS17144,2602:fdbb:b::/48,ipv6,arin,assigned,2000-07-28,NUANCE-NOD,Microsoft Corporation,2026-06-23T10:32:36Z
Microsoft Corporation,Microsoft Corporation,AS17144,2602:fdbb:c::/48,ipv6,arin,assigned,2000-07-28,NUANCE-NOD,Microsoft Corporation,2026-06-23T10:32:36Z
Microsoft Corporation,Microsoft Corporation,AS17144,66.151.66.0/24,ipv4,arin,assigned,2000-07-28,NUANCE-NOD,Microsoft Corporation,2026-06-23T10:32:36Z
Microsoft Corporation,Microsoft Corporation,AS17144,67.208.167.0/24,ipv4,arin,assigned,2000-07-28,NUANCE-NOD,Microsoft Corporation,2026-06-23T10:32:36Z
Microsoft Corporation,Microsoft Corporation,AS17144,74.123.179.0/24,ipv4,arin,assigned,2000-07-28,NUANCE-NOD,Microsoft Corporation,2026-06-23T10:32:36Z
Microsoft Corporation,Microsoft Corporation,AS30520,192.135.88.0/24,ipv4,arin,assigned,2006-08-09,NUANCE-SOMERVILLE,Microsoft Corporation,2026-06-23T10:32:36Z
Microsoft Corporation,Microsoft Corporation,AS30520,198.71.64.0/24,ipv4,arin,assigned,2006-08-09,NUANCE-SOMERVILLE,Microsoft Corporation,2026-06-23T10:32:36Z
Microsoft Corporation,Microsoft Corporation,AS30520,198.71.66.0/24,ipv4,arin,assigned,2006-08-09,NUANCE-SOMERVILLE,Microsoft Corporation,2026-06-23T10:32:36Z
Microsoft Corporation,Microsoft Corporation,AS54396,8.39.192.0/21,ipv4,arin,assigned,2012-02-08,NUANCE-MOBILITY,Microsoft Corporation,2026-06-23T10:32:36Z
Netsmart Technologies,Netsmart Technologies,AS26058,23.235.112.0/21,ipv4,arin,assigned,2013-10-08,NETSMART-PLEXUS-CLOUD,Netsmart Technologies,2026-06-23T10:32:36Z
Netsmart Technologies,Netsmart Technologies,AS26058,23.235.116.0/24,ipv4,arin,assigned,2013-10-08,NETSMART-PLEXUS-CLOUD,Netsmart Technologies,2026-06-23T10:32:36Z
Netsmart Technologies,Netsmart Technologies,AS26058,23.235.120.0/21,ipv4,arin,assigned,2013-10-08,NETSMART-PLEXUS-CLOUD,Netsmart Technologies,2026-06-23T10:32:36Z
Netsmart Technologies,Netsmart Technologies,AS26058,63.146.98.0/24,ipv4,arin,assigned,2013-10-08,NETSMART-PLEXUS-CLOUD,Netsmart Technologies,2026-06-23T10:32:36Z
Netsmart Technologies,Netsmart Technologies,AS40283,,,arin,assigned,2014-04-25,MDRX,Netsmart Technologies,2026-06-23T10:32:36Z
Netsmart Technologies Inc.,Netsmart Technologies Inc.,AS397655,38.100.178.0/24,ipv4,arin,assigned,2019-06-19,NETSMART-IIT,Netsmart Technologies Inc.,2026-06-23T10:32:36Z
"NextGen Healthcare Information Systems, LLC.","NextGen Healthcare Information Systems, LLC.",AS396376,,,arin,assigned,2017-05-23,NEXTGEN-HUNT-VALLEY,"NextGen Healthcare Information Systems, LLC.",2026-06-23T10:32:36Z
"NextGen Healthcare Information Systems, LLC.","NextGen Healthcare Information Systems, LLC.",AS54577,,,arin,assigned,2012-03-26,NEXTGENHEALTH,"NextGen Healthcare Information Systems, LLC.",2026-06-23T10:32:36Z
Omnicell,Omnicell,AS11803,173.254.187.0/24,ipv4,arin,assigned,2008-12-05,OMNICELL,Omnicell,2026-06-23T10:32:36Z
"Surescripts, LLC","Surescripts, LLC",AS33675,64.201.224.0/24,ipv4,arin,assigned,2005-02-16,SURESCRIPTS,"Surescripts, LLC",2026-06-23T10:32:36Z
"Surescripts, LLC","Surescripts, LLC",AS33675,64.201.230.0/24,ipv4,arin,assigned,2005-02-16,SURESCRIPTS,"Surescripts, LLC",2026-06-23T10:32:36Z
"Surescripts, LLC","Surescripts, LLC",AS33675,69.25.46.0/24,ipv4,arin,assigned,2005-02-16,SURESCRIPTS,"Surescripts, LLC",2026-06-23T10:32:36Z
"Surescripts, LLC","Surescripts, LLC",AS53869,198.62.120.0/23,ipv4,arin,assigned,2011-07-21,KRYPTIQ,"Surescripts, LLC",2026-06-23T10:32:36Z
"WebMD Health Services Group, Inc.","WebMD Health Services Group, Inc.",AS53501,64.113.28.0/23,ipv4,arin,assigned,2018-01-31,WHS-WEBMD,"WebMD Health Services Group, Inc.",2026-06-23T10:32:36Z
"WebMD Health Services Group, Inc.","WebMD Health Services Group, Inc.",AS53501,64.113.28.0/24,ipv4,arin,assigned,2018-01-31,WHS-WEBMD,"WebMD Health Services Group, Inc.",2026-06-23T10:32:36Z
"WebMD Health Services Group, Inc.","WebMD Health Services Group, Inc.",AS53501,64.113.29.0/24,ipv4,arin,assigned,2018-01-31,WHS-WEBMD,"WebMD Health Services Group, Inc.",2026-06-23T10:32:36Z
"WebMD Health Services Group, Inc.","WebMD Health Services Group, Inc.",AS53501,64.113.30.0/23,ipv4,arin,assigned,2018-01-31,WHS-WEBMD,"WebMD Health Services Group, Inc.",2026-06-23T10:32:36Z
"WebMD Health Services Group, Inc.","WebMD Health Services Group, Inc.",AS53501,64.113.30.0/24,ipv4,arin,assigned,2018-01-31,WHS-WEBMD,"WebMD Health Services Group, Inc.",2026-06-23T10:32:36Z
"WebMD Health Services Group, Inc.","WebMD Health Services Group, Inc.",AS53501,64.113.31.0/24,ipv4,arin,assigned,2018-01-31,WHS-WEBMD,"WebMD Health Services Group, Inc.",2026-06-23T10:32:36Z
