domain,seen_in_common_name,seen_in_name_value,certificate_count,issuer_count,earliest_seen,latest_expiry,certificate_ids,issuers
comptroller.war.gov,No,Yes,6,2,2025-12-03T18:20:28,2026-04-14T20:37:02,23141549042;23769893474;23769891235;23141561950;22954576301;22893345276,"C=US, O=Let's Encrypt, CN=R13;C=US, O=Let's Encrypt, CN=R12"
dodcio.war.gov,No,Yes,2,1,2025-12-10T18:01:28,2026-03-10T18:01:27,23039089639;23039070305,"C=US, O=Let's Encrypt, CN=R13"
dowcio.war.gov,No,Yes,4,1,2025-12-15T20:26:41,2026-04-14T20:37:02,23141549042;23769891235;23141561950;23769893474,"C=US, O=Let's Encrypt, CN=R12"
dpac.war.gov,No,Yes,2,1,2026-01-14T20:37:03,2026-04-14T20:37:02,23769891235;23769893474,"C=US, O=Let's Encrypt, CN=R12"
jamrs.war.gov,No,Yes,2,1,2026-01-14T20:37:03,2026-04-14T20:37:02,23769891235;23769893474,"C=US, O=Let's Encrypt, CN=R12"
policy.war.gov,No,Yes,6,2,2025-12-03T18:20:28,2026-04-14T20:37:02,23141549042;23769893474;23769891235;23141561950;22954576301;22893345276,"C=US, O=Let's Encrypt, CN=R13;C=US, O=Let's Encrypt, CN=R12"
prhome.war.gov,No,Yes,6,2,2025-12-03T18:20:28,2026-04-14T20:37:02,23141549042;23769893474;23769891235;23141561950;22954576301;22893345276,"C=US, O=Let's Encrypt, CN=R13;C=US, O=Let's Encrypt, CN=R12"
war.gov,No,Yes,6,2,2025-12-03T18:20:28,2026-04-14T20:37:02,23141549042;23769893474;23769891235;23141561950;22954576301;22893345276,"C=US, O=Let's Encrypt, CN=R13;C=US, O=Let's Encrypt, CN=R12"
www.defense.gov,Yes,No,2,1,2025-12-10T18:01:28,2026-03-10T18:01:27,23039089639;23039070305,"C=US, O=Let's Encrypt, CN=R13"
www.war.gov,Yes,Yes,6,2,2025-12-03T18:20:28,2026-04-14T20:37:02,23141549042;23769893474;23769891235;23141561950;22954576301;22893345276,"C=US, O=Let's Encrypt, CN=R13;C=US, O=Let's Encrypt, CN=R12"
