domain,seen_in_common_name,seen_in_name_value,certificate_count,issuer_count,earliest_seen,latest_expiry,certificate_ids,issuers
AutoDiscover.ssa.gov,No,Yes,1,1,2025-12-08T00:00:00,2027-01-07T23:59:59,22980275607,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
DREVPN.SSA.GOV,Yes,Yes,1,1,2026-07-01T00:00:00,2027-01-15T23:59:59,27616845994,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
E2K16.netf.adint.ssa.gov,No,Yes,1,1,2025-09-24T00:00:00,2026-10-15T23:59:59,21251099395,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
Exchange.adint.ssa.gov,No,Yes,1,1,2025-09-24T00:00:00,2026-10-15T23:59:59,21251099395,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
Exchange.ssa.gov,No,Yes,1,1,2025-12-08T00:00:00,2027-01-07T23:59:59,22980275607,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
Exchsmtp.adint.ssa.gov,Yes,Yes,1,1,2025-09-24T00:00:00,2026-10-15T23:59:59,21251099395,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
Exchsmtp.ssa.gov,Yes,Yes,1,1,2025-12-08T00:00:00,2027-01-07T23:59:59,22980275607,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
OPTS.SSA.GOV,Yes,Yes,1,1,2026-03-20T00:00:00,2026-10-04T23:59:59,25117802209,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
PXP-PROD-NSC.SSA.GOV,Yes,Yes,2,1,2025-10-24T00:00:00,2026-10-27T23:59:59,22041524100;21968245201,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
PXP-PROD-SSC.SSA.GOV,Yes,Yes,2,1,2025-10-24T00:00:00,2026-11-09T23:59:59,22041541395;21968518194,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
PXPINT.SSA.GOV,Yes,Yes,1,1,2026-03-20T00:00:00,2026-10-04T23:59:59,25117799498,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
PXPINT2.SSA.GOV,Yes,Yes,1,1,2025-07-24T00:00:00,2026-08-24T23:59:59,19876165291,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
VSD-NETF-EDGE.SSA.GOV,Yes,Yes,1,1,2026-03-20T00:00:00,2026-10-04T23:59:59,25117801403,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
VSD-NETF-EN1.SSA.GOV,No,Yes,1,1,2026-03-20T00:00:00,2026-10-04T23:59:59,25117801403,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
VSD-NETF-EN2.SSA.GOV,No,Yes,1,1,2026-03-20T00:00:00,2026-10-04T23:59:59,25117801403,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
VSD-NETF-EN3.SSA.GOV,No,Yes,1,1,2026-03-20T00:00:00,2026-10-04T23:59:59,25117801403,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
VSD-NETF-EN4.SSA.GOV,No,Yes,1,1,2026-03-20T00:00:00,2026-10-04T23:59:59,25117801403,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
a.links.ssa.gov,No,Yes,4,2,2026-04-13T13:23:37,2026-09-20T12:41:47,27396390566;25507351742;25923661464;27396388622,"C=US, O=Let's Encrypt, CN=R12;C=US, O=Let's Encrypt, CN=YR2"
accelerate-test.ssa.gov,No,Yes,8,1,2025-06-09T00:00:00,2026-12-23T23:59:59,26994352964;19056389403;18912950546;18912868784;18958984246;26994273273;18961844009;26994314698,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
accelerate.ssa.gov,No,Yes,8,1,2025-06-09T00:00:00,2026-12-23T23:59:59,26994352964;19056389403;18912950546;18912868784;18958984246;26994273273;18961844009;26994314698,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
ai.ssa.gov,No,Yes,4,2,2025-07-31T00:00:00,2026-10-20T23:59:59,21251992464;21251622846;20036804495;22523762390,"C=US, O=DigiCert Inc, CN=DigiCert EV RSA CA G2;C=US, O=Amazon, CN=Amazon RSA 2048 M03"
apiauth.ssa.gov,Yes,Yes,1,1,2026-02-23T00:00:00,2027-03-26T23:59:59,24604495351,"C=US, O=DigiCert Inc, CN=DigiCert EV RSA CA G2"
apiauthete.ssa.gov,Yes,Yes,1,1,2026-02-23T00:00:00,2027-03-26T23:59:59,24604380920,"C=US, O=DigiCert Inc, CN=DigiCert EV RSA CA G2"
authentication.ai.ssa.gov,Yes,Yes,1,1,2025-07-31T00:00:00,2026-08-29T23:59:59,20036787481,"C=US, O=Amazon, CN=Amazon RSA 2048 M02"
autodiscover.adint.ssa.gov,No,Yes,1,1,2025-09-24T00:00:00,2026-10-15T23:59:59,21251099395,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
autodiscover.netf.adint.ssa.gov,No,Yes,1,1,2025-09-24T00:00:00,2026-10-15T23:59:59,21251099395,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
ba.ssa.gov,Yes,Yes,1,1,2026-02-23T00:00:00,2027-01-03T23:59:59,24604667212,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
best.ssa.gov,No,Yes,3,1,2025-09-24T00:00:00,2026-10-20T23:59:59,21251992464;21251622846;22523762390,"C=US, O=DigiCert Inc, CN=DigiCert EV RSA CA G2"
beta.ssa.gov,No,Yes,2,1,2025-09-24T00:00:00,2026-10-20T23:59:59,22523762459;21250985964,"C=US, O=DigiCert Inc, CN=DigiCert EV RSA CA G2"
blog.ssa.gov,No,Yes,3,1,2025-09-24T00:00:00,2026-10-20T23:59:59,21251992464;21251622846;22523762390,"C=US, O=DigiCert Inc, CN=DigiCert EV RSA CA G2"
buildbuddy.ssa.gov,Yes,Yes,1,1,2025-09-11T00:00:00,2026-10-10T23:59:59,20954168806,"C=US, O=Amazon, CN=Amazon RSA 2048 M04"
cevcwg2.sspf.ssa.gov,Yes,Yes,1,1,2025-09-08T00:00:00,2026-09-08T23:59:59,20875539252,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
choosework.ssa.gov,Yes,Yes,1,1,2026-01-15T00:00:00,2027-02-15T23:59:59,23787584335,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
ciicwg.sspf.ssa.gov,Yes,Yes,1,1,2025-09-24T00:00:00,2026-10-25T23:59:59,21251047512,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
ciicwg1.sspf.ssa.gov,No,Yes,1,1,2025-09-24T00:00:00,2026-10-25T23:59:59,21251047512,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
ciicwg2.sspf.ssa.gov,No,Yes,1,1,2025-09-24T00:00:00,2026-10-25T23:59:59,21251047512,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
cipcwg.ssa.gov,No,Yes,1,1,2025-11-21T00:00:00,2026-11-20T23:59:59,22645374661,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
cipcwg.sspf.ssa.gov,Yes,Yes,1,1,2025-11-21T00:00:00,2026-11-20T23:59:59,22645374661,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
cipcwg1.ssa.gov,No,Yes,1,1,2025-11-21T00:00:00,2026-11-20T23:59:59,22645374661,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
cipcwg1.sspf.ssa.gov,No,Yes,1,1,2025-11-21T00:00:00,2026-11-20T23:59:59,22645374661,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
cipcwg2.ssa.gov,No,Yes,1,1,2025-11-21T00:00:00,2026-11-20T23:59:59,22645374661,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
cipcwg2.sspf.ssa.gov,No,Yes,1,1,2025-11-21T00:00:00,2026-11-20T23:59:59,22645374661,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
