domain,seen_in_common_name,seen_in_name_value,certificate_count,issuer_count,earliest_seen,latest_expiry,certificate_ids,issuers
rsp.cbp.gov,No,Yes,36,2,2025-09-21T00:00:00,2026-09-22T23:59:59,24760249011;24760208579;22646100500;24746673260;21204032748;22441660634;21974901178;22240738774;22418073812;23058097464;23764632024;24922549761;22543193739;24922511990;24746718449;24520217806;22646084940;24616747173;21166901885;22418054317;22441677488;24520174904;22543159195;21254519361;21166729553;24943014306;24760283582;24616796257;21209045308;24899988271;24540764352;23764672054;21209054120;21974682909;24899940204;24540793480,"C=US, O=DigiCert Inc, CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1;C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
rulings.cbp.gov,No,Yes,36,2,2025-09-21T00:00:00,2026-09-22T23:59:59,24760249011;24760208579;22646100500;24746673260;21204032748;22441660634;21974901178;22240738774;22418073812;23058097464;23764632024;24922549761;22543193739;24922511990;24746718449;24520217806;22646084940;24616747173;21166901885;22418054317;22441677488;24520174904;22543159195;21254519361;21166729553;24943014306;24760283582;24616796257;21209045308;24899988271;24540764352;23764672054;21209054120;21974682909;24899940204;24540793480,"C=US, O=DigiCert Inc, CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1;C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
sectigo5.cbp.gov,Yes,Yes,2,1,2025-06-26T00:00:00,2026-06-26T23:59:59,19267816255;19267816254,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
staging.cbp.gov,No,Yes,2,1,2025-10-30T00:00:00,2026-10-31T23:59:59,22108504452;24470737158,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
surveys.cbp.gov,No,Yes,12,3,2026-04-09T00:00:00,2026-12-20T23:59:59,25470600085;25470595220;25762954012;26157198216;25562446938;25562479521;25470385248;26916527129;26916504600;25762444113;25762950781;27397153120,"C=US, O=DigiCert Inc, CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1;C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1;C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
test.cbp.gov,Yes,Yes,8,2,2025-07-28T00:00:00,2026-07-29T23:59:59,19992198487;19992165592;19992165391;19992198239;19965004823;19992443061;19965004987;19992442987,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36;C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
testint.cbp.gov,No,Yes,2,1,2025-10-30T00:00:00,2026-10-31T23:59:59,22108504452;24470737158,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
trade.cbp.gov,No,Yes,2,1,2025-10-21T00:00:00,2026-10-23T23:59:59,21885448362;21974683208,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
tvs.cbp.gov,Yes,Yes,6,2,2025-07-17T00:00:00,2026-07-31T23:59:59,19992565920;19734727560;19992566054;20033535598;19734727788;20033535258,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36;C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
www.biometrics.cbp.gov,No,Yes,11,2,2026-02-09T00:00:00,2027-02-08T23:59:59,25313011763;24274056928;26827891567;25339704212;25522372638;24805020696;26827910261;25311199298;26827912771;25865556717;24274179177,"C=US, O=DigiCert Inc, CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1;C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
