domain,seen_in_common_name,seen_in_name_value,certificate_count,issuer_count,earliest_seen,latest_expiry,certificate_ids,issuers
adobe-ep.medicare.gov,Yes,Yes,3,1,2025-12-30T00:00:00,2027-01-30T23:59:59,23462835811;23458619449;23458572959,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
api.beta.medicare.gov,No,Yes,4,2,2026-07-13T00:00:00,2027-01-26T23:59:59,27957230354;27906448110;28598066911;27957273012,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=Amazon, CN=Amazon RSA 2048 M01"
api.medicare.gov,Yes,Yes,16,4,2025-08-29T00:00:00,2027-02-18T23:59:59,23745506826;20644171431;28336181123;27957230354;26689803525;25315576629;26658216177;28598066911;27957273012;26525485697;23891331781;26522726840;22475183598;23745508504;26498877513;26502819891,"C=US, O=Amazon, CN=Amazon RSA 2048 M04;C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=Amazon, CN=Amazon RSA 2048 M01;C=US, O=Amazon, CN=Amazon RSA 2048 M03"
beta.medicare.gov,No,Yes,5,1,2026-05-26T00:00:00,2026-11-17T23:59:59,26689803525;27957230354;26658216177;28598066911;27957273012,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
bsi.medicare.gov,Yes,Yes,15,2,2025-11-15T00:00:00,2027-03-22T19:35:19,23745506826;23745508504;26689803525;27957230354;29261413801;25315576629;26658216177;28598066911;27957273012;26525485697;22475183598;26522726840;25045702034;26498877513;26502819891,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1;C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
csr.medicare.gov,No,Yes,13,1,2025-11-15T00:00:00,2026-11-17T23:59:59,23745506826;26689803525;27957230354;25315576629;26658216177;28598066911;27957273012;26525485697;22475183598;26522726840;23745508504;26498877513;26502819891,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
data.medicare.gov,No,Yes,13,1,2025-11-15T00:00:00,2026-11-17T23:59:59,23745506826;26689803525;27957230354;25315576629;26658216177;28598066911;27957273012;26525485697;22475183598;26522726840;23745508504;26498877513;26502819891,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
dev.api.beta.medicare.gov,No,Yes,5,2,2026-06-17T00:00:00,2026-12-31T23:59:59,27935580162;27935588586;28504293715;28504293875;27266471310,"C=US, O=Let's Encrypt, CN=YR1;C=US, O=Amazon, CN=Amazon ECDSA 256 M01"
dev.api.medicare.gov,No,Yes,3,2,2025-11-25T00:00:00,2026-12-23T23:59:59,28499513563;22716369440;28499509018,"C=US, O=Amazon, CN=Amazon RSA 2048 M04;C=US, O=Let's Encrypt, CN=YR1"
dev.beta.medicare.gov,No,Yes,4,1,2026-07-14T19:45:34,2026-11-01T19:43:24,28504293715;27935588586;28504293875;27935580162,"C=US, O=Let's Encrypt, CN=YR1"
dev.mapnet.api.medicare.gov,Yes,Yes,1,1,2026-04-23T00:00:00,2026-11-06T23:59:59,25711234245,"C=US, O=Amazon, CN=Amazon RSA 2048 M01"
dev.mapnet.medicare.gov,No,Yes,2,1,2026-08-03T16:24:56,2026-11-01T16:24:55,28499513563;28499509018,"C=US, O=Let's Encrypt, CN=YR1"
dev.medicare.gov,No,Yes,5,2,2026-03-23T00:00:00,2026-11-01T19:43:24,27935580162;27935588586;28504293715;28504293875;25177346805,"C=US, O=Amazon, CN=Amazon RSA 2048 M04;C=US, O=Let's Encrypt, CN=YR1"
dev1.edit.medicare.gov,No,Yes,3,2,2025-12-15T00:00:00,2027-01-13T23:59:59,28499513563;28499509018;23138507746,"C=US, O=Amazon, CN=Amazon RSA 2048 M04;C=US, O=Let's Encrypt, CN=YR1"
dev1.medicare.gov,No,Yes,5,2,2025-12-15T00:00:00,2027-01-13T23:59:59,27935580162;27935588586;28504293715;23138507746;28504293875,"C=US, O=Amazon, CN=Amazon RSA 2048 M04;C=US, O=Let's Encrypt, CN=YR1"
dev2.edit.medicare.gov,No,Yes,2,1,2026-08-03T16:24:56,2026-11-01T16:24:55,28499513563;28499509018,"C=US, O=Let's Encrypt, CN=YR1"
dev2.medicare.gov,No,Yes,4,1,2026-07-14T19:45:34,2026-11-01T19:43:24,28504293715;27935588586;28504293875;27935580162,"C=US, O=Let's Encrypt, CN=YR1"
edit.medicare.gov,No,Yes,15,2,2025-11-15T00:00:00,2027-01-13T23:59:59,23137766233;23745506826;26262334648;26689803525;27957230354;25315576629;26658216177;28598066911;27957273012;26525485697;22475183598;26522726840;23745508504;26498877513;26502819891,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=Amazon, CN=Amazon RSA 2048 M01"
enrollmentcenter.medicare.gov,No,Yes,13,1,2025-11-15T00:00:00,2026-11-17T23:59:59,23745506826;26689803525;27957230354;25315576629;26658216177;28598066911;27957273012;26525485697;22475183598;26522726840;23745508504;26498877513;26502819891,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
es.beta.medicare.gov,No,Yes,5,1,2026-05-26T00:00:00,2026-11-17T23:59:59,26689803525;27957230354;26658216177;28598066911;27957273012,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
es.dev.beta.medicare.gov,No,Yes,4,1,2026-07-14T19:45:34,2026-11-01T19:43:24,28504293715;27935588586;28504293875;27935580162,"C=US, O=Let's Encrypt, CN=YR1"
es.dev1.medicare.gov,No,Yes,2,1,2026-08-03T16:24:56,2026-11-01T16:24:55,28499513563;28499509018,"C=US, O=Let's Encrypt, CN=YR1"
es.imp.beta.medicare.gov,No,Yes,4,1,2026-07-14T19:45:34,2026-11-01T19:43:24,28504293715;27935588586;28504293875;27935580162,"C=US, O=Let's Encrypt, CN=YR1"
es.imp.medicare.gov,No,Yes,4,1,2026-07-14T19:45:34,2026-11-01T19:43:24,28504293715;27935588586;28504293875;27935580162,"C=US, O=Let's Encrypt, CN=YR1"
es.medicare.gov,No,Yes,13,1,2025-11-15T00:00:00,2026-11-17T23:59:59,23745506826;26689803525;27957230354;25315576629;26658216177;28598066911;27957273012;26525485697;22475183598;26522726840;23745508504;26498877513;26502819891,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
es.test.beta.medicare.gov,No,Yes,4,1,2026-07-14T19:45:34,2026-11-01T19:43:24,28504293715;27935588586;28504293875;27935580162,"C=US, O=Let's Encrypt, CN=YR1"
es.test.medicare.gov,No,Yes,2,1,2026-08-03T16:24:56,2026-11-01T16:24:55,28499513563;28499509018,"C=US, O=Let's Encrypt, CN=YR1"
frontend.dev.medicare.gov,No,Yes,2,1,2026-08-03T16:24:56,2026-11-01T16:24:55,28499513563;28499509018,"C=US, O=Let's Encrypt, CN=YR1"
frontend.imp.medicare.gov,No,Yes,2,1,2026-08-03T16:24:56,2026-11-01T16:24:55,28499513563;28499509018,"C=US, O=Let's Encrypt, CN=YR1"
frontend.medicare.gov,No,Yes,13,1,2025-11-15T00:00:00,2026-11-17T23:59:59,23745506826;26689803525;27957230354;25315576629;26658216177;28598066911;27957273012;26525485697;22475183598;26522726840;23745508504;26498877513;26502819891,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
frontend.test.medicare.gov,No,Yes,2,1,2026-08-03T16:24:56,2026-11-01T16:24:55,28499513563;28499509018,"C=US, O=Let's Encrypt, CN=YR1"
go.medicare.gov,Yes,Yes,2,1,2026-07-21T19:52:52,2026-10-19T19:52:51,28134026928;28134028492,"C=US, O=Let's Encrypt, CN=YR2"
imp.api.medicare.gov,No,Yes,3,2,2025-11-25T00:00:00,2026-12-23T23:59:59,28499513563;22717376321;28499509018,"C=US, O=Let's Encrypt, CN=YR1;C=US, O=Amazon, CN=Amazon RSA 2048 M01"
imp.beta.medicare.gov,No,Yes,4,1,2026-07-14T19:45:34,2026-11-01T19:43:24,28504293715;27935588586;28504293875;27935580162,"C=US, O=Let's Encrypt, CN=YR1"
imp.edit.medicare.gov,No,Yes,5,2,2025-12-15T00:00:00,2027-01-13T23:59:59,27935580162;27935588586;28504293715;23138507746;28504293875,"C=US, O=Amazon, CN=Amazon RSA 2048 M04;C=US, O=Let's Encrypt, CN=YR1"
imp.medicare.gov,No,Yes,5,2,2025-12-15T00:00:00,2027-01-13T23:59:59,27935580162;27935588586;28504293715;23138507746;28504293875,"C=US, O=Amazon, CN=Amazon RSA 2048 M04;C=US, O=Let's Encrypt, CN=YR1"
