domain,seen_in_common_name,seen_in_name_value,certificate_count,issuer_count,earliest_seen,latest_expiry,certificate_ids,issuers
adminefiling.ftc.gov,Yes,Yes,6,2,2025-06-12T17:10:46,2025-10-11T14:31:08,19637281568;19637281683;19637757693;19637758336;18981804016;18981798322,"C=US, O=Let's Encrypt, CN=R11;C=US, O=Let's Encrypt, CN=R10"
adminefilingtest.ftc.gov,No,Yes,4,2,2025-06-14T01:01:05,2025-11-11T03:01:05,19008875393;19008870727;20300178938;20300174860,"C=US, O=Let's Encrypt, CN=R10;C=US, O=Let's Encrypt, CN=R11"
bulkorder.ftc.gov,No,Yes,3,2,2024-10-07T00:00:00,2026-04-09T23:59:59,14837469722;17730002810;17731023032,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1;C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust RSA CA 2018"
bulkorder2.ftc.gov,No,Yes,2,1,2025-04-09T00:00:00,2026-04-09T23:59:59,17730002810;17731023032,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust RSA CA 2018"
business.ftc.gov,No,Yes,2,1,2025-04-09T00:00:00,2026-04-09T23:59:59,17730002810;17731023032,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust RSA CA 2018"
cc-appmraxe-s1.ftc.gov,Yes,Yes,1,1,2025-03-06T00:00:00,2026-04-06T23:59:59,16950300733,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
cc-clearpass-s1.trade.ftc.gov,No,Yes,2,1,2025-08-06T00:00:00,2026-08-05T23:59:59,20162176294;20162035992,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
cc-clearpass.trade.ftc.gov,No,Yes,2,1,2025-08-06T00:00:00,2026-08-05T23:59:59,20162176294;20162035992,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
cc-mgtexpe-s1.ftc.gov,No,Yes,2,1,2024-08-23T00:00:00,2025-09-10T23:59:59,20323918849;14251742497,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
clearpass-guest.ftc.gov,Yes,Yes,2,1,2024-09-12T00:00:00,2025-10-19T23:59:59,14596728314;14523824933,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
collab.ftc.gov,Yes,Yes,1,1,2025-04-15T00:00:00,2026-05-16T23:59:59,17866105742,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
