domain,seen_in_common_name,seen_in_name_value,certificate_count,issuer_count,earliest_seen,latest_expiry,certificate_ids,issuers
agw1pwvbatstr04.ad.msnet.atf.gov,No,Yes,2,1,2026-08-27T00:00:00,2027-03-13T23:59:59,29084040052;29084034568,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
api.atf.gov,Yes,Yes,2,1,2026-04-23T00:00:00,2026-11-07T23:59:59,26026095400;25717875698,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
api.etrace-release.atf.gov,Yes,Yes,2,1,2026-06-17T00:00:00,2027-01-01T23:59:59,27267814495;27267814295,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
api.etrace.atf.gov,No,Yes,3,1,2026-06-17T00:00:00,2027-04-03T23:59:59,29463855430;27267704051;27267709365,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
apigateway.atf.gov,Yes,Yes,2,1,2026-04-28T00:00:00,2026-11-12T23:59:59,26084041908;25886524453,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
app.atf.gov,Yes,Yes,4,1,2026-09-04T00:00:00,2027-03-26T23:59:59,29313971498;29255523270;29238603065;29313970540,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
app.pilot.atf.gov,Yes,Yes,4,1,2026-08-27T00:00:00,2027-03-26T23:59:59,29083812733;29313700144;29313699696;29083811777,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
atf.gov,Yes,Yes,26,8,2025-12-16T00:00:00,2027-03-11T14:37:50,25341645392;25369958165;23143473647;29128242795;29038364269;28988248139;25379380974;28470169394;25376711361;24922804557;24922786403;29128254378;25409919379;29037893773;28934040753;29336689375;29093837800;29128773517;28470167287;28470180577;29038372963;24922768530;29335505083;29037859942;25368100306;24922786843,"C=US, O=Google Trust Services, CN=WE1;C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=""CLOUDFLARE, INC."", CN=Cloudflare TLS Issuing RSA CA 1;C=US, O=""CLOUDFLARE, INC."", CN=Cloudflare TLS Issuing ECC CA 1;C=US, O=Google Trust Services, CN=WR1;C=US, O=SSL Corporation, CN=Cloudflare TLS Issuing RSA CA 3;C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2;C=US, O=SSL Corporation, CN=Cloudflare TLS Issuing ECC CA 3"
auth.etrace-release.atf.gov,Yes,Yes,2,1,2026-06-23T00:00:00,2027-01-07T23:59:59,27415957338;27415958719,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
auth.etrace.atf.gov,Yes,Yes,2,1,2026-06-23T00:00:00,2027-01-07T23:59:59,27416013302;27416003499,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
beta.atf.gov,No,Yes,2,1,2026-08-02T00:00:00,2027-02-16T23:59:59,28470169394;28470167287,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
certificate-sop-test.atf.gov,Yes,Yes,2,1,2025-11-28T00:00:00,2026-12-29T23:59:59,22788742994;22788760572,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
dam.atf.gov,Yes,Yes,4,2,2026-08-02T00:00:00,2027-02-16T23:59:59,28470167287;28459241834;28459254588;28470169394,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2;C=US, O=Let's Encrypt, CN=YR1"
data.atf.gov,Yes,Yes,2,1,2026-04-21T16:32:26,2026-11-06T16:32:26,25966068860;25783097444,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign GCC R6 AlphaSSL CA 2025"
dev.atf.gov,No,Yes,2,1,2026-08-02T00:00:00,2027-02-16T23:59:59,28470169394;28470167287,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
dev2.atf.gov,No,Yes,2,1,2026-08-02T00:00:00,2027-02-16T23:59:59,28470169394;28470167287,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
digital.atf.gov,No,Yes,2,1,2026-08-02T00:00:00,2027-02-16T23:59:59,28470169394;28470167287,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
edit.atf.gov,No,Yes,2,1,2026-08-02T00:00:00,2027-02-16T23:59:59,28470169394;28470167287,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
edit2.atf.gov,No,Yes,2,1,2026-08-02T00:00:00,2027-02-16T23:59:59,28470169394;28470167287,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
eforms.atf.gov,Yes,Yes,2,1,2026-05-26T00:00:00,2026-12-10T23:59:59,26666794771;26666776048,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
eforms.pilot.atf.gov,Yes,Yes,2,1,2025-11-04T00:00:00,2026-12-05T23:59:59,22204301727;22204287917,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
ems.airship.atf.gov,Yes,Yes,2,1,2026-07-29T00:00:00,2027-02-12T23:59:59,28340789887;28340790023,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
esf-tak.atf.gov,Yes,Yes,2,1,2026-07-11T19:34:25,2026-10-09T19:34:24,27860647915;27860655849,"C=US, O=Let's Encrypt, CN=YR1"
etrace-release.atf.gov,No,Yes,16,5,2026-06-17T00:00:00,2027-01-07T23:59:59,29038372963;27268693580;27417019470;27268698536;29128242795;29335505083;28934040753;29038364269;28988248139;29037859942;29128254378;29336689375;29093837800;29037893773;29128773517;27417019618,"C=US, O=Google Trust Services, CN=WE1;C=US, O=Google Trust Services, CN=WR1;C=US, O=SSL Corporation, CN=Cloudflare TLS Issuing RSA CA 3;C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2;C=US, O=SSL Corporation, CN=Cloudflare TLS Issuing ECC CA 3"
etrace.atf.gov,Yes,Yes,19,6,2025-12-18T00:00:00,2027-04-03T23:59:59,27268576314;23203053332;29128242795;29038364269;28988248139;23202685997;29463855430;29128254378;29037893773;28934040753;27417211749;29336689375;29093837800;29128773517;29038372963;27268577136;29335505083;29037859942;27417214304,"C=US, O=Google Trust Services, CN=WE1;C=US, O=Google Trust Services, CN=WR1;C=US, O=SSL Corporation, CN=Cloudflare TLS Issuing RSA CA 3;C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2;C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2;C=US, O=SSL Corporation, CN=Cloudflare TLS Issuing ECC CA 3"
felezcheck.atf.gov,Yes,Yes,2,1,2026-05-26T00:00:00,2026-12-10T23:59:59,26666629697;26666599066,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
fflezcheck.atf.gov,Yes,Yes,2,1,2026-05-26T00:00:00,2026-12-10T23:59:59,26666446672;26666410075,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
fo-tak.atf.gov,Yes,Yes,2,1,2026-07-12T03:14:58,2026-10-10T03:14:57,27867197817;27867202821,"C=US, O=Let's Encrypt, CN=YR2"
fs2-enc.atf.gov,Yes,Yes,2,1,2025-12-05T00:00:00,2027-01-05T23:59:59,22906317230;22906317980,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
fs2-sign.atf.gov,Yes,Yes,2,1,2025-12-05T00:00:00,2027-01-05T23:59:59,22906357242;22906356672,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
fs2.atf.gov,Yes,Yes,2,1,2025-12-05T00:00:00,2027-01-05T23:59:59,22907861149;22907839654,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
geep-survey.atf.gov,Yes,Yes,3,2,2026-03-24T00:00:00,2027-04-03T23:59:59,25197488183;29441595102;25197500131,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2;C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
geep.atf.gov,Yes,Yes,2,1,2026-07-27T00:00:00,2027-02-10T23:59:59,28298557172;28298560382,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
itds-datapush-ws.atf.gov,No,Yes,22,6,2026-03-11T14:32:38,2027-03-11T14:37:50,25341645392;25369958165;29128242795;29038364269;28988248139;25379380974;25376711361;24922804557;24922786403;29128254378;25409919379;29037893773;28934040753;29336689375;29093837800;29128773517;29038372963;24922768530;29335505083;29037859942;25368100306;24922786843,"C=US, O=Google Trust Services, CN=WE1;C=US, O=""CLOUDFLARE, INC."", CN=Cloudflare TLS Issuing RSA CA 1;C=US, O=""CLOUDFLARE, INC."", CN=Cloudflare TLS Issuing ECC CA 1;C=US, O=Google Trust Services, CN=WR1;C=US, O=SSL Corporation, CN=Cloudflare TLS Issuing RSA CA 3;C=US, O=SSL Corporation, CN=Cloudflare TLS Issuing ECC CA 3"
