domain,seen_in_common_name,seen_in_name_value,certificate_count,issuer_count,earliest_seen,latest_expiry,certificate_ids,issuers
a.links.tsp.gov,No,Yes,2,1,2026-04-13T13:23:37,2026-07-12T13:23:36,25923661464;25507351742,"C=US, O=Let's Encrypt, CN=R12"
api.rk.tsp.gov,Yes,Yes,1,1,2026-04-24T00:00:00,2026-11-08T23:59:59,26135878471,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
ava.tsp.gov,Yes,Yes,1,1,2026-04-16T00:00:00,2026-10-31T23:59:59,25547511704,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
ava2.tsp.gov,Yes,Yes,1,1,2026-06-01T00:00:00,2026-12-16T23:59:59,26806957619,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
beta.tsp.gov,No,Yes,1,1,2026-04-29T00:00:00,2026-11-13T23:59:59,25915996304,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
cache.rk.tsp.gov,Yes,Yes,1,1,2026-04-16T00:00:00,2026-10-31T23:59:59,25934166850,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
caep.ava.tsp.gov,No,Yes,1,1,2026-04-16T00:00:00,2026-10-31T23:59:59,25547511704,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
caw.ava.tsp.gov,No,Yes,1,1,2026-04-16T00:00:00,2026-10-31T23:59:59,25547511704,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
ep.ava.tsp.gov,No,Yes,1,1,2026-04-16T00:00:00,2026-10-31T23:59:59,25547511704,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
hfim.rk.tsp.gov,Yes,Yes,1,1,2026-04-16T00:00:00,2026-10-31T23:59:59,25547511725,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
links.tsp.gov,Yes,Yes,2,1,2025-08-05T00:00:00,2026-08-18T23:59:59,20630375301;20134119248,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
lnthxsvc.tsp.gov,Yes,Yes,1,1,2026-05-07T00:00:00,2026-11-21T23:59:59,26148216381,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
login.tsp.gov,Yes,Yes,1,1,2026-04-16T00:00:00,2026-10-31T23:59:59,25544336483,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
modeler.tsp.gov,Yes,Yes,1,1,2026-04-16T00:00:00,2026-10-31T23:59:59,25547511517,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
myaccount.tsp.gov,No,Yes,1,1,2026-04-29T00:00:00,2026-11-13T23:59:59,25915996304,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
oam.tsp.gov,Yes,Yes,1,1,2026-04-16T00:00:00,2026-10-31T23:59:59,25934167477,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
onboarding.tsp.gov,Yes,Yes,1,1,2026-05-07T00:00:00,2026-11-21T23:59:59,26148228571,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
pivenroll.tsp.gov,No,Yes,1,1,2026-04-16T00:00:00,2026-10-31T23:59:59,25934167477,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
poac.rk.tsp.gov,Yes,Yes,1,1,2026-04-16T00:00:00,2026-10-31T23:59:59,25568597320,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
prod-tsp.sandd.tsp.gov,No,Yes,1,1,2026-04-29T00:00:00,2026-11-13T23:59:59,25915996304,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
qoc.rk.tsp.gov,Yes,Yes,1,1,2026-04-16T00:00:00,2026-10-31T23:59:59,25568598009,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
reach.tsp.gov,Yes,Yes,1,1,2025-09-10T00:00:00,2026-09-17T23:59:59,20928407299,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
roth-calculator.tsp.gov,Yes,Yes,1,1,2026-02-18T00:00:00,2027-02-17T23:59:59,24497879621,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
samlbridge.rk.tsp.gov,Yes,Yes,1,1,2026-04-24T00:00:00,2026-11-08T23:59:59,25732675599,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
san1.govdelivery.com,Yes,No,2,1,2026-04-13T13:23:37,2026-07-12T13:23:36,25923661464;25507351742,"C=US, O=Let's Encrypt, CN=R12"
secure.tsp.gov,No,Yes,1,1,2026-04-29T00:00:00,2026-11-13T23:59:59,25915996304,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
stt.ava.tsp.gov,No,Yes,1,1,2026-04-16T00:00:00,2026-10-31T23:59:59,25547511704,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
subscriptions.tsp.gov,Yes,Yes,2,1,2025-08-05T00:00:00,2026-08-18T23:59:59,20134148437;20630391867,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
transmit.rk.tsp.gov,Yes,Yes,1,1,2026-04-16T00:00:00,2026-10-31T23:59:59,25547511417,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
tsp.gov,Yes,Yes,7,5,2026-04-26T04:49:00,2026-11-13T23:59:59,26346736305;26342801213;25915996304;26013628962;26013636157;26346740540;26346519562,"C=US, O=Let's Encrypt, CN=R12;C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1;C=US, O=Google Trust Services, CN=WE1;C=US, O=Let's Encrypt, CN=E8;C=US, O=Google Trust Services, CN=WR1"
tts.ava.tsp.gov,No,Yes,1,1,2026-04-16T00:00:00,2026-10-31T23:59:59,25547511704,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
upn.rk.tsp.gov,Yes,Yes,1,1,2026-04-16T00:00:00,2026-10-31T23:59:59,25547512127,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
www.tsp.gov,Yes,Yes,1,1,2026-04-29T00:00:00,2026-11-13T23:59:59,25915996304,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
