domain,seen_in_common_name,seen_in_name_value,certificate_count,issuer_count,earliest_seen,latest_expiry,certificate_ids,issuers
1940census.archives.gov,Yes,Yes,2,1,2026-05-03T18:34:50,2026-08-01T18:34:49,26040988035;26040987979,"C=US, O=Let's Encrypt, CN=R12"
1950census.archives.gov,Yes,Yes,2,1,2026-02-09T00:00:00,2027-03-10T23:59:59,24287194128;24286800079,"C=US, O=Amazon, CN=Amazon RSA 2048 M04"
aad.archives.gov,Yes,Yes,1,1,2025-08-01T21:05:39,2026-08-31T12:56:13,20058553672,"C=US, O=SSL Corporation, CN=Entrust OV TLS Issuing RSA CA 1"
advisethepresident.archives.gov,Yes,Yes,4,2,2026-04-26T07:27:33,2026-09-23T08:46:31,25806515531;25805777167;27472343417;27472337037,"C=US, O=Let's Encrypt, CN=R13;C=US, O=Let's Encrypt, CN=YR2"
alb.catalog.archives.gov,Yes,Yes,2,1,2025-11-24T00:00:00,2026-12-25T23:59:59,22705944556;22705964580,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
alb.dev-om.nac-mvp.archives.gov,Yes,Yes,2,1,2025-11-19T00:00:00,2026-12-18T23:59:59,22578063329;22579867986,"C=US, O=Amazon, CN=Amazon RSA 2048 M04"
alb.dev.nac-mvp.archives.gov,Yes,Yes,4,2,2025-06-07T00:00:00,2026-11-21T23:59:59,26168604513;18862470129;18861400375;26166159269,"C=US, O=Amazon, CN=Amazon RSA 2048 M03;C=US, O=Amazon, CN=Amazon RSA 2048 M01"
alb.preview.nac-mvp.archives.gov,Yes,Yes,1,1,2025-08-11T00:00:00,2026-09-09T23:59:59,20260201816,"C=US, O=Amazon, CN=Amazon RSA 2048 M03"
alb.test-dme.nac-mvp.archives.gov,Yes,Yes,2,1,2025-12-14T00:00:00,2027-01-12T23:59:59,23106258400;23104919682,"C=US, O=Amazon, CN=Amazon RSA 2048 M04"
alb.test-om.nac-mvp.archives.gov,Yes,Yes,2,1,2025-12-14T00:00:00,2027-01-12T23:59:59,23106361504;23107081934,"C=US, O=Amazon, CN=Amazon RSA 2048 M04"
alb.test.nac-mvp.archives.gov,Yes,Yes,6,3,2025-06-07T00:00:00,2026-11-21T23:59:59,26165310022;18863474890;18863714192;26167584935;26167666684;18862190642,"C=US, O=Amazon, CN=Amazon RSA 2048 M01;C=US, O=Amazon, CN=Amazon RSA 2048 M04;C=US, O=Amazon, CN=Amazon RSA 2048 M02"
archie.archives.gov,No,Yes,3,2,2025-07-18T00:00:00,2027-01-01T23:59:59,27278000815;27277571719;19746811024,"C=US, O=Amazon, CN=Amazon RSA 2048 M03;C=US, O=Amazon, CN=Amazon RSA 2048 M04"
archieai-pilot.archives.gov,Yes,Yes,3,2,2025-07-18T00:00:00,2027-01-01T23:59:59,27278000815;27277571719;19746811024,"C=US, O=Amazon, CN=Amazon RSA 2048 M03;C=US, O=Amazon, CN=Amazon RSA 2048 M04"
archives.gov,Yes,Yes,2,1,2025-09-30T00:00:00,2026-10-31T23:59:59,21382745488;21382762096,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
arcis.archives.gov,Yes,Yes,2,1,2025-11-05T00:00:00,2026-12-06T23:59:59,22238862444;22238841833,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
bidenwhitehouse.archives.gov,Yes,Yes,3,2,2025-11-20T00:00:00,2027-01-12T23:59:59,22607465312;23105402950;23104717243,"C=US, O=Amazon, CN=Amazon RSA 2048 M01;C=US, O=Amazon, CN=Amazon RSA 2048 M04"
blogs.archives.gov,Yes,Yes,2,1,2026-03-24T00:00:00,2026-10-07T23:59:59,25202175624;25186119891,"C=US, O=Amazon, CN=Amazon RSA 2048 M01"
blogs.qa.archives.gov,Yes,Yes,2,1,2025-09-30T00:00:00,2026-10-29T23:59:59,21364050117;21366319837,"C=US, O=Amazon, CN=Amazon RSA 2048 M04"
bush41library.archives.gov,Yes,Yes,5,3,2025-11-14T00:00:00,2026-12-13T23:59:59,26996819209;22452820896;26997094482;25438024872;25553138129,"C=US, O=Let's Encrypt, CN=R12;C=US, O=Amazon, CN=Amazon RSA 2048 M04;C=US, O=Let's Encrypt, CN=YR2"
bush41library.artifacts.archives.gov,Yes,Yes,2,1,2026-01-29T00:00:00,2026-08-16T23:59:59,24051736912;24051754215,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
carter.artifacts.archives.gov,Yes,Yes,2,1,2025-12-01T00:00:00,2027-01-01T23:59:59,22846218500;22846218906,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
cat-aad.archives.gov,Yes,Yes,1,1,2025-07-31T17:11:39,2026-08-16T13:49:20,20034472959,"C=US, O=SSL Corporation, CN=Entrust OV TLS Issuing RSA CA 1"
cat-mgmt.aad.archives.gov,No,Yes,1,1,2025-07-31T17:11:39,2026-08-16T13:49:20,20034472959,"C=US, O=SSL Corporation, CN=Entrust OV TLS Issuing RSA CA 1"
cat-staff.aad.archives.gov,No,Yes,1,1,2025-07-31T17:11:39,2026-08-16T13:49:20,20034472959,"C=US, O=SSL Corporation, CN=Entrust OV TLS Issuing RSA CA 1"
catalog.archives.gov,Yes,Yes,2,1,2025-09-17T00:00:00,2026-10-18T23:59:59,21091197149;21091176487,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
civics.archives.gov,Yes,Yes,2,1,2026-04-11T00:00:00,2026-10-25T23:59:59,25775760831;25477766464,"C=US, O=Amazon, CN=Amazon RSA 2048 M04"
civilrightscoldcaseact.archives.gov,No,Yes,4,2,2025-10-16T00:00:00,2026-11-14T23:59:59,24003335981;26300452559;21751940845;26300439532,"C=US, O=Amazon, CN=Amazon RSA 2048 M04;C=US, O=Let's Encrypt, CN=R13"
civilrightscoldcases.archives.gov,Yes,Yes,4,2,2025-10-16T00:00:00,2026-11-14T23:59:59,24003335981;26300452559;21751940845;26300439532,"C=US, O=Amazon, CN=Amazon RSA 2048 M04;C=US, O=Let's Encrypt, CN=R13"
clinton.archives.gov,No,Yes,2,1,2025-08-18T00:00:00,2026-09-18T23:59:59,20404781615;20404781305,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
clintonlibrary.gov,Yes,No,2,1,2025-08-18T00:00:00,2026-09-18T23:59:59,20404781615;20404781305,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
clintonwhitehouse1.archives.gov,Yes,Yes,2,1,2025-11-25T00:00:00,2026-12-26T23:59:59,22717500276;22717508787,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
clintonwhitehouse2.archives.gov,No,Yes,2,1,2025-11-25T00:00:00,2026-12-26T23:59:59,22717500276;22717508787,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
clintonwhitehouse3.archives.gov,No,Yes,2,1,2025-11-25T00:00:00,2026-12-26T23:59:59,22717500276;22717508787,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
clintonwhitehouse4.archives.gov,No,Yes,2,1,2025-11-25T00:00:00,2026-12-26T23:59:59,22717500276;22717508787,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
clintonwhitehouse5.archives.gov,No,Yes,2,1,2025-11-25T00:00:00,2026-12-26T23:59:59,22717500276;22717508787,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
clintonwhitehouse6.archives.gov,No,Yes,2,1,2025-11-25T00:00:00,2026-12-26T23:59:59,22717500276;22717508787,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
cmrsanalytics.archives.gov,No,Yes,2,1,2025-11-06T00:00:00,2026-12-07T23:59:59,22242161889;22242183437,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
coop.archives.gov,Yes,Yes,1,1,2026-01-28T00:00:00,2027-02-26T23:59:59,24022694191,"C=US, O=Amazon, CN=Amazon RSA 2048 M04"
copycard.archives.gov,No,Yes,2,1,2026-01-21T00:00:00,2027-02-21T23:59:59,23899320004;23899320062,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
