timestamp,extract_regex,cdn_name,cdn_type,sni,port,url,input,location,title,scheme,error,webserver,body_preview,content_type,method,host,path,favicon,favicon_md5,favicon_path,favicon_url,final_url,time,jarm_hash,chain_status_codes,a,aaaa,cname,tech,words,lines,status_code,content_length,failed,vhost,websocket,cdn,http2,pipeline,headless_body,screenshot_bytes,stored_response_path,screenshot_path,screenshot_path_rel,resolvers,body_fqdn,body_domains
2025-09-09T11:58:05.37038673Z,null,,,,443,https://akb.qa.uscourts.gov,akb.qa.uscourts.gov,https://www-akb.qa.uscourts.gov/,301 Moved Permanently,https,,nginx/1.20.1,,text/html,GET,199.107.17.218,/,,,,,,151.666708ms,,null,"[""199.107.17.218""]",null,"[""cst-web.qa.uscourts.gov"",""qaweb.cst-uscourts.akadns.net""]","[""HSTS"",""Nginx:1.20.1""]",14,7,301,240,false,false,false,false,false,false,,null,,,,"[""8.8.8.8:53"",""1.0.0.1:53""]",null,null
2025-09-09T11:58:05.379200622Z,null,,,,443,https://JuryInstruction.ca7.uscourts.gov,JuryInstruction.ca7.uscourts.gov,,403 Forbidden,https,,,,text/html,GET,199.107.17.30,/,,,,,,160.111299ms,,null,"[""199.107.17.30""]",null,null,null,14,7,403,199,false,false,false,false,false,false,,null,,,,"[""127.0.0.53:53"",""1.1.1.1:53""]",null,null
2025-09-09T11:58:05.442851994Z,null,,,,443,https://akd.qa.uscourts.gov,akd.qa.uscourts.gov,https://www-akd.qa.uscourts.gov/,301 Moved Permanently,https,,nginx/1.20.1,,text/html,GET,199.107.17.218,/,,,,,,220.391302ms,,null,"[""199.107.17.218""]",null,"[""cst-web.qa.uscourts.gov"",""qaweb.cst-uscourts.akadns.net""]","[""HSTS"",""Nginx:1.20.1""]",14,7,301,240,false,false,false,false,false,false,,null,,,,"[""8.8.4.4:53"",""1.0.0.1:53""]",null,null
2025-09-09T11:58:05.620275435Z,null,,,,443,https://almb.qa.uscourts.gov,almb.qa.uscourts.gov,https://www-almb.qa.uscourts.gov/,301 Moved Permanently,https,,nginx/1.20.1,,text/html,GET,199.107.17.218,/,,,,,,215.453175ms,,null,"[""199.107.17.218""]",null,"[""cst-web.qa.uscourts.gov"",""qaweb.cst-uscourts.akadns.net""]","[""HSTS"",""Nginx:1.20.1""]",14,7,301,241,false,false,false,false,false,false,,null,,,,"[""1.0.0.1:53"",""8.8.8.8:53""]",null,null
2025-09-09T11:58:05.667983929Z,null,,,,443,https://Idp.uscourts.gov,Idp.uscourts.gov,http://idp.uscourts.gov/probation/?,"U.S. Courts, District of Idaho",https,,,,text/html,GET,199.107.17.118,/,,,,,,161.869564ms,,null,"[""199.107.17.118""]",null,null,"[""Google Analytics"",""jQuery:2.0.3""]",918,628,302,17529,false,false,false,false,false,false,,null,,,,"[""8.8.8.8:53"",""127.0.0.53:53""]",null,null
2025-09-09T11:58:05.699181147Z,null,,,,443,https://Idd.uscourts.gov,Idd.uscourts.gov,http://idd.uscourts.gov/district/?,"U.S. Courts, District of Idaho",https,,,,text/html,GET,199.107.17.118,/,,,,,,161.099727ms,,null,"[""199.107.17.118""]",null,null,"[""Google Analytics"",""jQuery:2.0.3""]",918,628,302,17529,false,false,false,false,false,false,,null,,,,"[""127.0.0.53:53"",""1.1.1.1:53""]",null,null
2025-09-09T11:58:05.707307592Z,null,,,,443,https://Idpt.uscourts.gov,Idpt.uscourts.gov,http://idp.uscourts.gov/probation/?,"U.S. Courts, District of Idaho",https,,,,text/html,GET,199.107.17.118,/,,,,,,190.025343ms,,null,"[""199.107.17.118""]",null,null,"[""Google Analytics"",""jQuery:2.0.3""]",918,628,302,17529,false,false,false,false,false,false,,null,,,,"[""1.1.1.1:53"",""8.8.4.4:53""]",null,null
2025-09-09T11:58:05.715639536Z,null,,,,443,https://akp.qa.uscourts.gov,akp.qa.uscourts.gov,https://www-akp.qa.uscourts.gov/,301 Moved Permanently,https,,nginx/1.20.1,,text/html,GET,199.107.17.218,/,,,,,,340.32888ms,,null,"[""199.107.17.218""]",null,"[""cst-web.qa.uscourts.gov"",""qaweb.cst-uscourts.akadns.net""]","[""HSTS"",""Nginx:1.20.1""]",14,7,301,240,false,false,false,false,false,false,,null,,,,"[""1.0.0.1:53"",""1.1.1.1:53""]",null,null
2025-09-09T11:58:05.733117482Z,null,,,,443,https://almba.qa.uscourts.gov,almba.qa.uscourts.gov,https://www-almba.qa.uscourts.gov/,301 Moved Permanently,https,,nginx/1.20.1,,text/html,GET,199.107.17.218,/,,,,,,285.670464ms,,null,"[""199.107.17.218""]",null,"[""cst-web.qa.uscourts.gov"",""qaweb.cst-uscourts.akadns.net""]","[""HSTS"",""Nginx:1.20.1""]",14,7,301,242,false,false,false,false,false,false,,null,,,,"[""1.1.1.1:53"",""127.0.0.53:53""]",null,null
2025-09-09T11:58:05.741961069Z,null,,,,443,https://Idb.uscourts.gov,Idb.uscourts.gov,http://idb.uscourts.gov/bankruptcy/?,"U.S. Courts, District of Idaho",https,,,,text/html,GET,199.107.17.118,/,,,,,,201.391891ms,,null,"[""199.107.17.118""]",null,null,"[""Google Analytics"",""jQuery:2.0.3""]",918,628,302,17529,false,false,false,false,false,false,,null,,,,"[""127.0.0.53:53"",""8.8.8.8:53""]",null,null
